valor_emprestimo,valor_financiado,valor_financiado_investidores,prazo,taxa_juros,parcela,cargo,tempo_emprego,propriedade_casa,renda_anual,status_verificacao,status_emprestimo,finalidade,titulo,estado,dti,inadimplencia_2anos,consultas_ultimos_6meses,contas_abertas,registros_publicos,saldo_renovavel,utilizacao_renovavel,total_contas,status_lista_inicial,principal_pendente,principal_pendente_investidores,pagamento_total,pagamento_total_investidores,total_principal_recebido,total_juros_recebidos,valor_ultimo_pagamento,cobrancas_12_meses_exc_med,contas_atualmente_inadimplentes,total_cobrancas,saldo_atual_total,limite_total_renovavel,score_credito
10800,10800,10800,36,15.61,377.62,22,0,2,30000.0,1,0,2,3,10,32.04,1,0,21,1,7563,58.2,62,0,10079.32,10079.32,1156.27,1156.27,720.68,435.59,377.62,0,0,98,72779,13000,D
28000,28000,28000,36,5.32,843.22,3,4,2,150000.0,0,0,2,3,12,26.39,0,0,23,0,21818,22.4,48,1,27280.91,27280.91,830.81,830.81,719.09,111.72,843.22,0,0,110,207233,97400,A
9600,9600,9600,36,11.99,318.82,7,4,2,55000.0,1,0,2,3,16,14.88,0,0,8,0,8744,90.1,20,0,6773.2,6773.2,3813.05,3813.05,2826.8,986.25,318.82,0,0,84,15007,9700,B
11175,11175,11175,60,20.99,302.26,22,10,0,52000.0,1,0,2,3,32,35.91,0,0,11,0,18998,82.6,16,0,10387.07,10387.07,2102.79,2102.79,787.93,1314.86,302.26,0,0,0,123696,23000,E
18800,18800,18800,36,13.99,642.45,21,9,2,47000.0,2,0,2,3,33,16.39,1,0,7,0,4996,52.0,16,1,17077.07,17077.07,2583.75,2583.75,1722.93,860.82,642.45,0,0,0,25844,9600,C
35000,35000,35000,60,18.84,904.85,11,10,0,300000.0,2,0,2,3,10,7.17,0,2,16,1,23631,51.2,46,0,31184.64,31184.64,9011.87,9011.87,3815.36,5196.51,904.85,1,0,1339,376837,43300,E
16000,16000,16000,60,20.99,432.77,8,0,0,70000.0,1,0,2,3,38,21.09,0,0,12,0,9026,61.8,18,1,15786.87,15786.87,446.36,446.36,213.13,233.23,493.0,0,0,119,105895,14600,E
27200,27200,27200,60,9.99,577.79,17,4,0,75000.0,0,0,6,8,29,3.33,0,1,7,0,8386,19.7,9,1,26494.38,26494.38,1238.6,1238.6,705.62,532.98,577.79,0,0,0,187571,42600,B
12450,12450,12450,36,16.99,443.82,8,10,1,60000.0,2,0,2,3,29,13.06,2,1,11,0,9943,45.0,16,0,10200.49,10200.49,3538.81,3538.81,2249.51,1289.3,443.82,1,0,75,22429,21880,D
8800,8800,8800,36,12.69,295.2,25,6,0,45000.0,2,0,9,11,3,19.63,0,0,10,0,7438,65.8,11,1,7554.64,7554.64,1792.38,1792.38,1245.36,547.02,322.58,0,0,0,16169,11300,C
8000,8000,8000,36,6.89,246.62,3,10,0,99000.0,1,0,2,3,12,32.1,0,0,14,0,42480,61.5,21,1,6984.98,6984.98,1230.04,1230.04,1015.02,215.02,246.62,0,0,0,175543,69100,A
4000,4000,4000,36,11.99,132.84,24,5,0,45000.0,1,0,9,11,41,15.55,2,1,11,0,5832,27.1,24,0,3907.13,3907.13,127.51,127.51,92.87,34.64,132.84,0,0,109,18735,21500,C
15000,15000,15000,36,11.44,494.22,8,3,0,175000.0,0,0,2,3,4,7.4,0,0,6,0,9302,69.4,18,0,10947.06,10947.06,5426.89,5426.89,4052.94,1373.95,494.22,0,0,1517,22915,13400,B
19175,19175,19175,36,17.86,691.88,19,7,0,85000.0,1,0,2,3,17,9.04,0,0,20,0,8837,60.5,44,0,14355.53,14355.53,7591.65,7591.65,4819.47,2772.18,691.88,0,0,0,464265,14600,D
29425,29425,29425,60,17.86,744.97,9,9,2,95000.0,0,0,2,3,10,10.9,0,0,13,2,4123,13.9,20,1,28806.37,28806.37,1431.55,1431.55,618.63,812.92,744.97,0,0,292,41782,29600,D
20000,20000,20000,60,10.99,434.75,3,2,0,205000.0,1,0,2,3,22,10.96,0,0,8,0,35602,98.1,49,1,19494.53,19494.53,845.08,845.08,505.47,339.61,434.75,0,0,0,123029,36300,B
16675,16675,16675,36,12.29,556.17,9,3,0,48000.0,1,0,2,3,25,5.45,0,0,3,0,33986,94.9,5,0,15900.27,15900.27,1089.57,1089.57,774.73,314.84,556.17,0,0,0,33986,35800,C
18925,18925,18925,36,7.89,592.09,15,1,0,65000.0,0,0,2,3,29,28.17,0,1,18,1,105123,45.2,33,1,18457.35,18457.35,608.67,608.67,467.65,141.02,616.97,0,0,0,524632,161500,A
30000,30000,30000,60,15.77,725.89,4,10,0,110000.0,2,0,2,3,18,16.93,0,0,8,0,24534,102.7,21,1,29668.37,29668.37,476.19,476.19,331.63,144.56,541.9,0,0,0,69272,23900,D
20000,20000,20000,36,13.66,680.26,14,10,0,53000.0,1,0,1,2,25,19.77,0,0,14,0,20732,59.6,17,0,14215.61,14215.61,8132.76,8132.76,5784.39,2348.37,680.26,0,0,0,230972,34800,C
26000,26000,26000,60,18.55,668.04,18,5,0,65000.0,0,0,1,2,22,26.27,0,0,12,0,6469,45.2,25,1,24910.57,24910.57,2775.16,2775.16,1089.43,1685.73,797.83,0,0,0,14386,14300,E
35000,35000,34900,36,13.99,1196.05,11,10,0,150000.0,2,0,2,3,4,13.57,0,0,9,0,280527,111.0,28,0,33414.8,33319.33,2364.9,2358.14,1585.2,779.7,1196.05,0,0,0,629574,277500,C
12000,12000,11900,60,13.33,275.07,19,0,0,67000.0,0,0,2,3,12,13.42,0,0,5,0,15907,75.7,11,1,11714.89,11617.26,541.25,536.74,285.11,256.14,275.07,0,0,0,188423,21000,C
10000,10000,10000,36,15.61,349.65,25,5,0,50000.0,1,0,2,3,9,37.02,2,0,18,0,6246,20.8,36,0,7421.38,7421.38,3837.48,3837.48,2578.62,1258.86,349.65,0,0,0,29394,30100,D
20000,20000,20000,36,8.18,628.39,20,8,0,142284.0,1,0,1,2,9,7.19,0,0,7,0,34447,79.9,11,0,14925.72,14925.72,6274.81,6274.81,5074.28,1200.53,628.39,0,0,0,265940,43100,B
12000,12000,12000,36,6.99,370.48,16,3,0,70000.0,0,0,1,2,3,11.37,0,0,14,1,6852,23.5,23,1,8595.62,8595.62,4070.62,4070.62,3404.38,666.24,370.48,0,0,0,245008,29100,A
7200,7200,7200,36,6.39,220.32,15,7,0,45000.0,0,0,1,2,25,22.4,0,0,9,0,7049,46.1,14,0,5526.86,5526.86,1980.32,1980.32,1673.14,307.18,220.32,0,0,0,151379,15300,A
7000,7000,7000,36,6.39,214.2,15,1,2,47500.0,0,0,1,2,31,28.0,0,0,11,0,6742,67.4,12,1,5557.94,5557.94,1711.12,1711.12,1442.06,269.06,214.2,0,0,840,49326,10000,A
29000,29000,29000,60,17.57,729.65,2,10,0,58000.0,1,0,2,3,12,30.25,2,1,18,0,23782,24.9,30,1,26768.59,26768.59,5050.94,5050.94,2231.41,2819.53,729.65,0,0,0,192734,95600,D
15225,15225,15225,36,18.25,552.34,4,0,0,150000.0,1,0,9,11,9,16.87,0,0,16,1,11001,52.4,24,0,12517.82,12517.82,4387.85,4387.85,2707.18,1680.67,552.34,0,0,0,489562,21000,E
6000,6000,6000,36,13.33,203.12,13,3,2,55000.0,2,0,2,3,5,11.13,0,0,8,0,6684,95.5,19,0,5725.54,5725.54,401.8,401.8,274.46,127.34,203.12,0,0,0,20007,7000,C
20775,20775,20775,36,8.38,654.67,19,10,1,93000.0,0,0,2,3,40,7.24,0,0,15,0,12570,36.4,29,1,20265.41,20265.41,645.0,645.0,509.59,135.41,654.67,0,0,0,284689,34500,B
12000,12000,12000,36,9.99,387.15,11,2,0,120000.0,0,0,9,11,35,16.91,4,0,7,0,19772,92.0,28,1,11712.75,11712.75,380.49,380.49,287.25,93.24,387.15,0,0,381,337687,21500,B
2600,2600,2600,36,13.99,88.85,9,3,2,40000.0,0,0,0,1,43,29.52,0,1,24,0,19310,47.6,36,0,1982.93,1982.93,886.48,886.48,617.07,269.41,88.85,0,0,0,61966,40600,C
12050,12050,12050,36,19.19,442.87,19,10,1,80000.0,2,0,9,11,4,30.27,0,3,12,0,13058,69.0,30,1,10487.67,10487.67,2644.37,2644.37,1562.33,1082.04,442.87,0,0,0,22931,18950,E
25000,25000,25000,36,13.18,844.52,8,8,0,65000.0,0,0,2,3,12,30.87,0,2,26,1,13831,34.8,43,1,23853.87,23853.87,1670.73,1670.73,1146.13,524.6,844.52,0,0,0,98380,39800,C
20000,20000,19975,60,13.33,458.45,24,3,0,48000.0,1,0,2,3,9,26.56,0,0,6,0,14094,95.2,17,1,18289.87,18267.0,3194.34,3190.35,1710.13,1484.21,458.45,0,0,0,36415,14800,C
19200,19200,19200,60,12.59,432.84,3,0,1,88000.0,0,0,2,3,12,24.96,0,1,13,0,36386,67.3,32,1,18968.61,18968.61,412.69,412.69,231.39,181.3,446.26,0,0,0,170510,54100,C
2000,2000,2000,36,12.05,66.48,19,10,0,68800.0,1,0,4,6,4,5.76,0,0,5,0,2447,30.6,35,1,1906.74,1906.74,125.08,125.08,93.26,31.82,59.94,0,0,0,255828,8000,C
22425,22425,22425,60,18.55,576.18,19,10,2,51000.0,1,0,1,2,41,29.98,0,1,7,0,16335,80.9,34,1,21725.72,21725.72,1682.32,1682.32,699.28,983.04,576.18,0,0,229,37334,20200,E
15000,15000,14975,36,16.55,531.44,4,4,1,72000.0,0,0,2,3,41,33.28,0,1,8,0,13225,79.2,32,0,13674.63,13651.84,2111.97,2108.45,1325.37,786.6,531.44,0,0,114,252052,16700,D
12000,12000,11975,36,14.65,413.94,9,6,0,64000.0,1,0,2,3,48,36.47,0,1,8,0,12705,53.2,20,0,9173.79,9154.68,4129.63,4121.03,2826.21,1303.42,413.94,0,0,60,264225,23900,C
15000,15000,15000,60,18.25,382.95,18,0,2,60000.0,2,0,2,3,4,29.18,0,0,23,0,3958,29.3,28,1,14528.43,14528.43,1118.43,1118.43,471.57,646.86,382.95,0,0,74,88485,13500,E
6000,6000,6000,36,6.89,184.97,5,7,0,79000.0,1,0,1,2,32,8.08,1,1,10,1,7192,73.4,18,1,5698.1,5698.1,365.35,365.35,301.9,63.45,184.97,0,0,0,131264,9800,A
35000,35000,35000,36,13.33,1184.86,3,10,2,207000.0,2,0,2,3,32,29.05,0,0,20,0,39467,72.0,48,1,33399.02,33399.02,2317.88,2317.88,1600.98,716.9,1184.86,0,0,0,492367,54800,C
15000,15000,15000,36,7.26,464.95,3,0,2,75000.0,0,0,1,2,10,20.35,0,0,13,0,16662,93.6,29,1,12720.58,12720.58,2809.2,2809.2,2279.42,529.78,464.95,0,0,0,104156,17800,A
9000,9000,9000,36,10.99,294.61,9,10,1,39000.0,2,0,2,3,36,18.15,0,0,8,0,8162,43.9,17,1,8573.69,8573.69,583.72,583.72,426.31,157.41,294.61,0,0,0,18424,18600,B
25000,25000,25000,36,8.19,785.61,12,8,0,100000.0,1,0,1,2,9,21.53,0,2,13,0,25106,56.9,34,1,17999.52,17999.52,8618.96,8618.96,7000.48,1618.48,785.61,0,0,0,383896,44100,A
11500,11500,11500,60,15.41,276.07,7,1,2,61000.0,0,0,2,3,3,9.76,0,0,7,2,1558,21.9,18,1,11500.0,11500.0,0.0,0.0,0.0,0.0,325.29,0,0,0,21765,7100,D
9600,9600,9600,36,7.49,298.58,4,5,2,221000.0,0,0,2,3,17,15.57,0,0,10,0,17096,86.8,16,0,6635.69,6635.69,3578.97,3578.97,2964.31,614.66,298.58,0,0,0,82287,19700,A
24700,24700,24700,60,18.99,640.6,9,6,2,65000.0,2,0,2,3,26,32.05,0,0,25,0,28534,98.1,33,1,24450.29,24450.29,640.59,640.59,249.71,390.88,666.65,0,0,0,86327,29100,E
23875,23875,23875,36,14.65,823.55,23,7,0,72000.0,2,0,4,6,9,23.0,0,0,14,1,11022,44.3,27,1,17651.49,17651.49,9010.47,9010.47,6223.51,2786.96,823.55,0,0,251,159837,24900,C
6000,6000,6000,36,12.29,200.12,9,7,2,38400.0,0,0,2,3,35,7.63,0,1,9,0,4754,23.8,17,0,5292.3,5292.3,1009.49,1009.49,707.7,301.79,213.11,0,0,9858,4754,20000,C
25000,25000,25000,60,17.57,629.01,23,10,0,88000.0,1,0,1,2,47,23.85,1,2,16,0,29581,76.2,32,0,22785.23,22785.23,5007.68,5007.68,2214.77,2792.91,629.01,0,0,0,702865,38800,D
17000,17000,17000,60,13.99,395.48,15,10,0,76000.0,1,0,2,3,17,25.37,0,0,9,0,33180,98.2,31,1,14920.33,14920.33,3941.59,3941.59,2079.67,1861.92,395.48,0,0,0,292390,33800,C
19200,19200,19200,60,17.86,486.1,8,10,0,80000.0,0,0,2,3,10,32.99,1,1,15,0,6386,70.2,26,0,16824.72,16824.72,5328.05,5328.05,2375.28,2952.77,486.1,0,0,0,240613,9100,D
12000,12000,12000,36,14.99,415.93,3,2,2,63128.0,0,0,9,11,6,26.65,1,3,28,0,10838,90.3,56,0,8883.87,8883.87,4555.24,4555.24,3116.13,1439.11,415.93,0,0,0,345643,12000,C
7200,7200,7200,36,10.99,235.69,18,6,2,42000.0,1,0,1,2,45,15.46,0,0,7,0,5651,37.7,13,0,5430.81,5430.81,2352.5,2352.5,1769.19,583.31,235.69,0,0,0,60823,15000,B
18800,18800,18800,60,19.99,497.99,25,10,0,70000.0,1,0,2,3,33,24.67,5,1,17,0,19997,95.7,43,1,18615.19,18615.19,477.11,477.11,184.81,292.3,497.99,0,0,0,465110,20900,E
10475,10475,10450,36,17.86,377.97,19,1,2,41000.0,2,0,2,3,40,22.66,0,0,11,0,7447,73.0,22,0,9566.7,9543.87,1501.49,1497.91,908.3,593.19,377.97,0,0,0,51445,10200,D
23900,23900,23900,36,11.53,788.47,8,10,1,68120.0,1,0,1,2,41,19.75,0,0,8,1,10384,42.7,13,0,18063.78,18063.78,7915.31,7915.31,5836.22,2079.09,788.47,0,0,590,41324,24300,B
20000,20000,20000,60,13.99,465.27,8,10,2,65000.0,1,0,2,3,12,27.46,0,2,10,0,35108,89.1,20,0,18812.11,18812.11,2310.81,2310.81,1187.89,1122.92,465.27,0,0,0,42356,39400,C
8000,8000,8000,36,7.89,250.29,2,10,0,28461.0,1,0,1,2,23,14.0,0,0,5,1,3360,21.5,12,1,6794.2,6794.2,1519.27,1519.27,1205.8,313.47,250.29,0,0,0,6797,15600,A
16500,16500,16500,60,12.69,372.82,18,10,1,72000.0,1,0,2,3,4,33.75,0,0,12,0,25431,83.1,23,0,15898.69,15898.69,1180.33,1180.33,601.31,579.02,457.95,0,0,0,74605,30600,C
12000,12000,11950,60,15.61,289.34,19,6,1,40000.0,1,0,2,3,41,13.51,0,0,16,0,12298,49.4,37,0,11456.55,11408.81,1136.55,1131.81,543.45,593.1,289.34,0,0,0,28241,24900,D
22000,22000,22000,36,5.32,662.53,14,10,0,80000.0,1,0,2,3,9,7.7,0,0,16,0,22806,20.8,37,1,19724.94,19724.94,2637.12,2637.12,2275.06,362.06,662.53,0,0,0,174230,109600,A
12000,12000,12000,60,18.54,308.26,5,2,2,49000.0,1,0,2,3,45,22.83,0,0,6,2,3552,35.5,21,1,10539.15,10539.15,3378.5,3378.5,1460.85,1917.65,308.26,0,0,15680,18500,10000,E
28800,28800,28800,60,9.17,600.22,14,10,0,104800.0,1,0,2,3,32,34.33,0,0,15,0,202693,70.0,27,0,25676.29,25676.29,4787.09,4787.09,3123.71,1663.38,600.22,0,0,0,454353,228800,B
16300,16300,16300,60,16.55,401.17,19,8,0,50000.0,1,0,2,3,20,35.2,0,0,18,0,22764,43.6,22,1,15393.51,15393.51,1990.86,1990.86,906.49,1084.37,401.17,0,0,0,177316,52200,D
21000,21000,20950,36,15.61,734.27,8,10,2,50000.0,1,0,1,2,4,24.17,0,0,6,0,21326,78.7,9,0,18141.88,18098.69,4369.2,4358.8,2858.12,1511.08,734.27,0,0,0,26674,27900,D
20000,20000,20000,36,11.99,664.2,8,0,2,60000.0,1,0,2,3,4,19.32,0,0,7,0,24925,85.7,9,0,14628.97,14628.97,7292.88,7292.88,5371.03,1921.85,664.2,0,0,0,35536,29100,B
25000,25000,25000,60,15.41,600.15,19,6,2,65000.0,1,0,2,3,35,31.02,0,0,13,0,29098,87.6,27,1,24720.89,24720.89,557.34,557.34,279.11,278.23,600.15,0,0,0,132723,33200,D
10000,10000,10000,36,6.24,305.31,14,10,0,80000.0,0,0,1,2,25,10.16,1,0,15,0,25434,32.6,32,1,9492.06,9492.06,607.15,607.15,507.94,99.21,305.31,0,0,0,209909,78000,A
11200,11200,11200,60,19.19,291.71,9,5,2,52000.0,2,0,2,3,4,20.36,0,0,7,1,6472,62.2,19,0,10856.76,10856.76,863.19,863.19,343.24,519.95,291.71,0,0,0,16869,10400,E
16000,16000,16000,36,7.26,495.94,24,10,0,64000.0,0,0,1,2,16,20.53,0,0,11,0,14929,57.2,22,1,13568.65,13568.65,2994.56,2994.56,2431.35,563.21,521.31,0,0,0,282348,26100,A
5000,5000,5000,36,9.17,159.4,15,10,0,73000.0,1,0,4,6,32,12.46,0,1,10,0,6127,55.2,19,0,4756.69,4756.69,316.25,316.25,243.31,72.94,159.4,0,0,0,103581,11100,B
10000,10000,10000,36,7.89,312.86,24,6,0,85000.0,1,0,2,3,20,11.58,0,1,11,1,13661,56.0,34,0,7454.5,7454.5,3149.58,3149.58,2545.5,604.08,338.22,0,0,0,38422,24400,A
21000,21000,21000,36,11.53,692.8,4,10,0,160000.0,1,0,2,3,5,12.32,1,2,12,0,33582,82.9,28,1,16937.13,16937.13,5528.95,5528.95,4062.87,1466.08,692.8,0,0,0,455179,40500,B
30000,30000,29950,60,18.25,765.89,13,8,0,72000.0,1,0,2,3,6,26.75,0,0,17,0,22022,67.6,20,1,29056.88,29008.45,2267.25,2263.47,943.12,1324.13,765.89,0,0,0,214652,32600,E
19200,19200,19125,60,19.99,508.58,7,3,0,69000.0,2,0,2,3,28,18.37,1,0,7,0,21751,71.8,14,0,18425.97,18353.99,2013.0,2005.14,774.03,1238.97,508.58,0,0,0,236704,30300,E
6000,6000,6000,36,12.69,201.27,13,3,2,42000.0,1,0,2,3,4,26.79,0,0,13,0,20927,88.7,14,1,5004.11,5004.11,1400.43,1400.43,995.89,404.54,201.27,0,0,0,43437,23600,C
10000,10000,10000,60,13.99,232.64,14,10,0,45000.0,1,0,2,3,20,11.97,1,0,11,1,2538,52.9,21,1,9283.05,9283.05,1399.17,1399.17,716.95,682.22,232.64,0,0,0,138502,4800,C
3275,3275,3275,36,21.67,124.52,9,3,2,40000.0,0,0,2,3,41,18.06,0,1,7,0,5318,57.8,8,0,2717.69,2717.69,988.27,988.27,557.31,430.96,124.52,0,0,0,29113,9200,E
10000,10000,10000,36,8.18,314.2,8,10,1,90000.0,1,0,4,6,32,15.79,3,1,8,0,3898,41.0,28,1,9256.86,9256.86,933.51,933.51,743.14,190.37,314.2,0,0,0,232542,9500,B
35000,35000,35000,36,13.99,1196.05,8,0,2,85000.0,2,0,1,2,32,9.59,0,0,10,0,17771,34.8,24,0,28432.62,28432.62,9513.99,9513.99,6567.38,2946.61,1196.05,0,0,0,26237,51100,C
11025,11025,11025,36,15.61,385.49,9,5,2,40500.0,1,0,2,3,9,19.35,0,0,7,1,6593,36.6,26,0,8824.9,8824.9,2990.44,2990.44,2200.1,790.34,500.0,0,0,0,16414,18000,D
2400,2400,2400,36,13.99,82.02,4,10,2,37000.0,0,0,2,3,6,16.83,3,0,15,1,1872,23.7,34,1,2123.43,2123.43,408.23,408.23,276.57,131.66,82.02,1,0,0,8031,7900,C
28000,28000,28000,36,7.26,867.9,13,7,0,143000.0,2,0,1,2,14,28.88,0,0,18,0,49276,57.8,42,1,27301.5,27301.5,845.31,845.31,698.5,146.81,867.9,0,0,0,317147,85300,A
12000,12000,12000,60,14.65,283.28,8,10,2,50000.0,2,0,2,3,34,22.26,0,0,11,0,16085,67.9,26,1,11584.63,11584.63,825.42,825.42,415.37,410.05,283.28,0,0,0,22911,23700,C
13250,13250,13250,36,5.32,399.03,0,2,0,68000.0,1,0,2,3,22,6.64,0,0,6,0,4182,19.4,15,1,12224.6,12224.6,1193.17,1193.17,1025.4,167.77,399.03,0,0,0,334421,21600,A
20700,20700,20700,60,20.49,554.09,3,2,2,75000.0,2,0,1,2,3,28.72,0,1,18,0,44930,77.9,32,0,19221.51,19221.51,3855.07,3855.07,1478.49,2376.58,554.09,0,0,0,218120,57700,E
20000,20000,20000,60,13.44,459.58,25,8,2,59000.0,0,3,1,2,32,26.54,0,0,22,0,19488,57.5,35,1,19750.0,19750.0,250.0,250.0,250.0,0.0,250.0,0,0,0,76322,33900,C
13600,13600,13600,36,18.25,493.38,9,9,0,54000.0,2,0,2,3,29,14.18,0,0,8,0,12938,71.5,9,1,12427.4,12427.4,1959.73,1959.73,1172.6,787.13,493.38,0,0,0,19475,18100,E
28000,28000,28000,36,6.68,860.47,3,5,0,112000.0,1,0,1,2,29,18.75,1,0,20,0,19511,50.5,56,1,21515.52,21515.52,7671.49,7671.49,6484.48,1187.01,860.47,0,0,0,461566,38600,A
1500,1500,1500,36,14.65,51.75,8,10,1,53000.0,2,0,4,6,32,12.06,2,1,9,0,4759,99.1,25,0,1183.94,1183.94,464.53,464.53,316.06,148.47,51.75,0,0,97,40884,4800,C
4400,4400,4400,36,18.2,159.52,5,0,0,35000.0,0,0,2,3,41,31.55,0,2,10,0,10620,88.5,33,1,4307.21,4307.21,155.07,155.07,92.79,62.28,159.52,0,0,0,338677,12000,E
2800,2800,2800,36,10.64,91.2,18,9,0,50000.0,2,0,9,11,47,26.0,0,0,9,0,1780,27.8,16,1,2733.63,2733.63,89.54,89.54,66.37,23.17,91.2,0,0,65,137638,6400,B
12575,12575,12575,60,18.55,323.1,19,2,1,29950.0,2,0,1,2,6,39.32,0,0,14,0,32361,68.1,19,1,12048.09,12048.09,1279.44,1279.44,526.91,752.53,323.1,0,0,0,32361,47500,E
8000,8000,8000,36,12.69,268.36,18,10,0,66000.0,2,0,2,3,9,18.65,0,0,19,0,24330,84.8,30,0,5868.3,5868.3,2946.32,2946.32,2131.7,814.62,268.36,0,0,50,201009,28700,C
12000,12000,12000,60,19.19,312.55,22,7,2,42000.0,1,0,2,3,32,38.4,0,1,14,0,39271,88.2,27,0,11632.23,11632.23,1008.01,1008.01,367.77,640.24,312.55,0,0,0,86398,44500,E
10800,10800,10800,60,18.25,275.72,25,10,0,72000.0,1,0,2,3,29,11.65,0,1,15,1,8149,18.4,47,1,10343.84,10343.84,1091.93,1091.93,456.16,635.77,275.72,0,0,50,24548,44200,E
23500,23500,23500,36,11.53,775.28,8,10,2,55000.0,2,0,2,3,9,27.49,0,0,10,0,14613,80.7,12,1,22395.76,22395.76,1588.19,1588.19,1104.24,483.95,775.28,0,0,0,57119,18100,B
20000,20000,20000,60,19.99,529.77,19,10,2,90000.0,1,0,2,3,4,15.25,0,1,18,0,21932,88.1,33,1,19193.72,19193.72,2096.87,2096.87,806.28,1290.59,529.77,0,0,0,135141,24900,E
8625,8625,8625,36,16.99,307.47,9,1,2,56000.0,1,0,2,3,4,16.7,1,1,17,0,3827,23.1,27,0,7066.57,7066.57,2451.62,2451.62,1558.43,893.19,307.47,0,0,1819,66701,16600,D
20000,20000,20000,36,9.99,645.25,8,6,0,115000.0,0,0,1,2,22,11.05,0,1,8,0,25027,91.3,35,1,19038.51,19038.51,1362.65,1362.65,961.49,401.16,645.25,0,0,0,173141,27400,B
16000,16000,16000,36,6.24,488.5,19,5,0,47000.0,0,0,1,2,43,16.4,0,0,16,0,17964,64.4,21,0,13536.37,13536.37,2919.91,2919.91,2463.63,456.28,488.5,0,0,0,188431,27900,A
20000,20000,20000,36,10.99,654.68,12,2,0,100000.0,1,0,11,0,33,21.22,3,0,13,0,34793,46.9,19,1,15085.72,15085.72,6534.59,6534.59,4914.28,1620.31,654.68,0,0,1007,179730,74200,B
24000,24000,24000,60,15.41,576.14,14,2,2,90000.0,1,0,2,3,10,18.76,0,3,22,2,8548,31.0,44,1,23732.06,23732.06,535.05,535.05,267.94,267.11,576.14,0,0,373,128905,27600,D
5925,5925,5925,36,14.33,203.46,5,2,2,51000.0,2,0,8,10,41,12.92,0,1,7,2,2035,15.7,10,1,5658.01,5658.01,430.5,430.5,266.99,163.51,203.46,0,0,8315,23125,13000,C
35000,35000,35000,36,14.65,1207.3,15,5,0,80000.0,2,0,2,3,17,24.66,0,1,17,1,19662,60.1,30,0,29335.85,29335.85,8422.61,8422.61,5664.15,2758.46,1207.3,0,0,0,221579,32700,C
14000,14000,14000,36,12.29,466.95,13,0,0,89000.0,0,0,2,3,10,22.48,0,0,19,1,13015,88.5,40,0,11664.24,11664.24,3244.75,3244.75,2335.76,908.99,466.95,0,0,0,204127,14700,C
10000,10000,10000,36,6.49,306.45,8,5,2,83500.0,0,0,1,2,35,16.27,0,0,14,0,39822,68.4,21,1,6879.87,6879.87,3668.39,3668.39,3120.13,548.26,306.45,0,0,0,67254,58200,A
28000,28000,28000,60,20.99,757.34,4,10,2,180000.0,2,5,9,11,10,7.82,7,3,19,0,3878,11.6,51,1,26825.65,26825.65,4516.61,4516.61,1174.35,3304.39,757.34,0,0,0,89185,33400,E
8000,8000,8000,36,14.65,275.96,21,10,1,39000.0,2,0,1,2,41,34.37,0,1,15,0,4064,32.0,22,1,7273.66,7273.66,1090.82,1090.82,726.34,364.48,275.96,0,0,959,15705,12700,C
2175,2175,2175,36,13.18,73.48,19,6,0,52000.0,1,0,2,3,32,36.97,3,0,19,0,6808,75.6,44,1,2125.41,2125.41,71.89,71.89,49.59,22.3,73.48,0,0,0,292498,9000,C
29975,29975,29975,36,10.49,974.12,23,10,1,60000.0,0,0,1,2,38,20.88,0,0,8,0,49172,69.6,13,0,21790.52,21790.52,10697.85,10697.85,8184.48,2513.37,974.12,0,0,0,49172,70700,B
8400,8400,8400,36,6.89,258.95,8,1,0,67500.0,2,0,1,2,22,4.27,0,0,9,0,8,0.0,13,1,7977.36,7977.36,528.78,528.78,422.64,106.14,273.05,0,0,0,116206,21500,A
19225,19225,19225,36,15.61,672.2,19,7,2,42000.0,2,0,2,3,21,35.87,0,0,6,0,9781,71.9,31,0,14267.63,14267.63,7352.52,7352.52,4957.37,2395.15,672.2,0,0,0,32792,13600,D
14025,14025,13950,60,18.2,357.68,19,10,0,58000.0,1,0,2,3,10,38.15,0,0,29,0,7325,26.2,50,0,13732.87,13659.43,687.0,683.33,292.13,394.87,357.68,0,0,0,322509,28000,E
25000,25000,25000,36,11.48,824.17,3,2,2,127000.0,2,0,1,2,4,21.87,0,0,18,0,25246,101.0,43,1,24415.0,24415.0,704.59,704.59,585.0,119.59,720.53,0,0,0,143667,25000,B
23000,23000,23000,36,7.26,712.92,8,6,2,60000.0,0,0,2,3,40,28.06,0,1,8,0,21800,55.1,23,1,20684.02,20684.02,2865.59,2865.59,2315.98,549.61,712.92,0,0,0,44464,39600,A
18150,18150,18150,60,20.99,490.92,18,10,0,43264.0,0,0,2,3,20,11.71,0,0,8,1,13701,78.7,12,1,16870.28,16870.28,3531.68,3531.68,1279.72,2251.96,490.92,0,0,0,107275,17400,E
6200,6200,6200,36,13.33,209.89,5,1,2,50000.0,0,0,2,3,45,16.66,1,2,6,0,3097,53.0,15,0,5626.46,5626.46,830.38,830.38,573.54,256.84,209.89,0,0,60,37144,5800,C
35000,35000,35000,60,13.33,802.29,12,5,1,300000.0,1,0,2,3,32,5.65,2,0,4,0,196,4.0,17,1,30652.08,30652.08,7996.98,7996.98,4347.92,3649.06,802.29,1,0,0,25907,4900,C
4575,4575,4575,36,16.99,163.09,13,10,0,65000.0,1,0,2,3,36,18.88,0,0,6,0,4981,92.2,25,1,4476.68,4476.68,154.45,154.45,98.32,56.13,163.09,0,0,0,304039,5400,D
