marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,aleatoria_1,aleatoria_2,aleatoria_3,valor
8,2020,6,12,16,1,6,4,95,3,2,0,0,500,190,42,2642,22171
8,2020,8,16,32,1,6,4,105,3,0,0,0,500,187,15,2792,21825
2,2021,6,12,32,0,0,2,472,2,1,0,250,0,154,36,1849,11068
5,2013,10,14,8,0,0,2,457,3,2,0,500,250,126,37,1279,20098
0,2019,6,12,8,0,0,3,534,1,2,0,0,250,146,43,1669,17195
3,2016,4,4,8,1,2,1,180,1,4,0,0,250,130,38,2725,9473
6,2013,6,8,12,0,0,2,523,1,3,0,0,250,178,41,2990,16650
6,2014,4,6,8,1,4,2,69,1,2,0,250,1000,134,31,1922,6779
7,2018,4,4,2,0,0,4,63,2,1,0,250,0,135,24,2971,3757
0,2013,4,5,2,0,0,3,441,2,1,0,500,0,123,36,2306,9804
9,2015,10,12,32,1,6,3,68,3,0,0,0,250,116,19,1834,21660
7,2022,4,7,32,0,0,1,229,2,1,0,0,500,144,34,2523,8153
1,2017,10,18,16,0,0,3,559,0,2,0,0,1000,197,20,1628,19571
0,2014,6,10,12,0,0,3,329,2,1,0,2000,0,161,17,2743,9322
10,2022,6,8,8,0,0,2,456,1,0,0,0,250,100,30,1003,16788
5,2017,6,8,16,0,0,3,505,1,0,0,0,250,119,17,2452,19781
8,2010,10,15,16,1,6,3,128,3,0,0,2000,1000,169,46,1696,20876
10,2017,6,6,16,0,0,3,404,3,2,0,0,2000,168,33,1895,16303
10,2011,4,8,8,0,0,3,403,1,0,0,1000,250,163,32,2408,22453
6,2021,12,12,4,0,0,2,518,1,0,1,0,500,192,33,1224,16782
5,2013,4,7,16,0,0,3,495,3,0,0,250,250,169,22,1043,19134
9,2013,4,8,6,0,0,3,521,1,2,0,2000,250,149,48,1620,15382
6,2022,6,12,12,1,2,4,121,1,2,0,0,250,152,14,2881,8876
1,2017,4,7,8,0,0,2,434,3,0,0,0,250,196,24,1870,22221
2,2019,6,9,32,0,0,3,408,1,0,1,0,2000,137,33,2218,13965
7,2017,6,6,4,0,0,4,197,2,3,0,1000,0,151,20,1003,6056
9,2014,6,12,12,0,0,2,251,2,2,0,250,0,192,26,2952,10107
9,2016,8,14,16,1,6,2,157,3,1,0,0,250,160,17,1433,12266
10,2014,4,4,16,0,0,2,417,1,2,0,500,250,173,33,2156,22763
1,2015,8,14,8,0,0,3,488,3,0,0,0,2000,195,47,2916,18821
9,2015,6,8,32,0,0,2,124,2,1,0,500,0,124,36,1732,6619
2,2011,2,2,12,0,0,3,76,2,3,0,2000,0,191,16,2843,6071
8,2011,4,8,16,0,0,2,562,0,0,0,500,250,128,33,1522,20787
4,2016,10,16,12,1,6,2,72,1,4,0,0,500,134,36,2154,9440
0,2017,10,13,6,0,0,2,374,2,1,0,0,250,146,46,2809,9789
2,2015,8,10,4,0,0,2,223,1,0,1,0,2000,156,12,2309,12757
1,2016,6,11,16,0,0,3,509,3,2,0,0,500,131,31,1464,23217
4,2022,10,11,4,0,0,3,560,1,2,0,0,500,145,47,2709,20410
1,2016,12,17,8,0,0,2,434,3,0,0,0,250,135,31,2757,24701
9,2015,6,6,12,1,2,2,117,1,1,0,0,250,170,49,2117,8591
4,2012,2,4,8,1,2,3,163,1,4,0,1000,250,109,38,1480,8175
3,2015,8,11,6,0,0,3,517,1,1,0,0,250,145,19,2168,18707
7,2015,4,7,32,0,0,4,284,2,3,0,0,500,197,26,1166,7997
6,2014,10,13,32,1,6,3,196,1,0,0,500,125,196,16,2103,21772
8,2014,8,13,8,0,0,2,580,3,0,0,250,250,125,44,1288,22231
0,2015,10,14,8,0,0,3,512,3,0,0,0,1000,147,49,1878,19007
10,2018,4,5,16,0,0,3,458,0,0,0,0,250,147,12,2473,16986
2,2021,4,6,64,0,0,3,101,1,0,1,0,250,112,22,2601,10189
0,2011,6,10,6,0,0,2,583,1,1,0,2000,2000,129,15,2495,19931
5,2018,4,6,8,0,0,3,468,0,2,0,0,250,195,26,2668,16169
1,2022,12,23,16,0,0,2,533,0,0,0,0,500,196,11,2699,25246
9,2020,10,10,32,0,0,3,541,1,1,1,0,2000,169,48,2282,17391
10,2014,10,20,16,0,0,2,579,3,0,0,1000,250,199,47,2895,18620
4,2023,4,8,12,1,4,4,64,0,1,0,0,250,165,42,1159,10306
10,2013,8,9,8,0,0,2,439,3,0,0,250,250,106,32,1141,22894
1,2022,10,20,16,0,0,2,584,0,0,0,0,500,155,42,2401,23967
8,2010,10,11,32,1,6,1,50,1,2,0,500,1000,129,34,2445,14005
6,2014,10,19,2,0,0,2,103,2,3,0,0,250,154,23,2782,6289
10,2020,10,13,16,0,0,2,444,0,2,0,0,250,189,44,1644,20513
0,2023,12,24,64,0,0,3,116,1,1,1,0,2000,188,39,2709,14273
2,2023,8,16,8,0,0,3,482,3,2,0,0,500,132,18,2497,25151
10,2018,6,7,8,0,0,3,425,0,2,0,0,2000,141,39,1183,19486
6,2017,6,11,8,0,0,2,438,2,1,0,0,2000,105,16,2339,13105
3,2013,6,9,16,0,0,3,350,1,1,1,500,250,107,17,2618,14903
7,2017,4,5,64,0,0,4,220,2,1,0,500,0,172,16,1074,7893
2,2017,10,19,12,0,0,3,199,1,0,1,0,250,174,36,1774,10924
9,2021,4,7,32,1,6,4,156,0,2,0,0,2000,187,34,1396,21536
7,2011,4,5,16,0,0,1,249,2,1,0,500,0,169,33,1626,6527
1,2010,4,6,8,0,0,2,497,3,2,0,0,250,139,37,1664,23122
2,2017,6,8,6,0,0,3,419,2,2,0,0,250,155,43,2009,11353
8,2023,6,9,16,1,12,4,83,0,2,0,0,1000,179,19,2135,14302
4,2018,10,17,16,1,6,3,35,0,1,0,0,250,116,45,1139,10424
0,2014,12,23,12,1,6,4,120,1,2,0,250,1000,187,24,1542,11994
0,2012,4,7,12,1,4,3,178,0,3,0,2000,250,106,47,1731,11861
7,2016,10,18,16,0,0,3,260,2,1,0,250,0,139,12,2294,8153
9,2011,6,6,2,0,0,3,358,1,1,1,500,250,157,21,2120,12295
8,2020,8,12,32,1,6,4,199,0,0,0,0,250,161,42,1522,16449
6,2011,4,4,12,0,0,2,537,2,3,0,1000,0,190,35,1614,12159
5,2018,6,10,8,0,0,3,447,0,0,0,0,2000,173,15,1415,20713
7,2021,10,14,64,0,0,4,250,2,3,0,0,2000,153,12,1975,9984
0,2022,4,5,8,0,0,1,276,2,3,0,0,500,108,36,2800,9778
10,2021,12,15,8,0,0,2,451,1,0,0,0,1000,150,23,2075,22651
3,2020,10,17,32,0,0,3,536,1,4,0,0,1000,109,20,1168,20505
5,2019,8,13,16,0,0,3,529,3,2,0,0,250,148,26,2675,25023
3,2020,10,14,64,0,0,4,473,2,2,0,0,250,129,25,1594,14158
8,2016,8,14,32,1,6,2,191,3,0,0,0,2000,108,10,2997,25333
10,2013,8,12,16,0,0,2,533,0,0,0,2000,250,145,15,2291,22894
0,2019,4,8,16,0,0,3,464,2,3,0,1000,0,125,24,2983,10825
9,2016,10,15,2,0,0,3,520,1,0,1,0,500,163,42,2879,16001
3,2022,8,15,32,1,8,4,95,3,0,0,0,500,133,16,2608,14662
8,2014,12,14,8,0,0,3,563,0,2,0,2000,250,198,17,1139,25102
5,2016,4,8,8,0,0,3,478,3,2,0,0,500,126,39,1620,24636
2,2013,2,4,16,0,0,2,393,2,2,0,500,0,183,16,2060,11926
7,2018,10,18,8,0,0,2,135,2,1,0,250,0,187,49,2156,6706
3,2014,8,12,2,0,0,2,346,1,0,1,0,500,126,23,1008,12622
4,2018,10,16,16,1,6,3,134,0,3,0,0,250,140,12,1184,10428
5,2020,10,19,8,0,0,2,458,3,2,0,0,250,182,35,1754,15554
6,2014,4,8,4,0,0,3,178,2,1,0,0,250,117,43,2171,5283
1,2012,4,7,16,0,0,3,401,0,0,0,1000,250,149,39,2093,22786
1,2022,4,4,16,0,0,2,427,0,0,0,0,500,142,39,1231,19278
1,2014,10,17,8,0,0,3,435,0,2,0,250,250,140,38,2905,24908
1,2018,10,11,8,0,0,3,408,3,2,0,0,2000,175,46,2917,15685
6,2018,4,8,8,1,2,1,169,1,1,0,0,1000,117,34,2420,8307
1,2015,6,9,8,0,0,3,508,3,2,0,0,250,160,13,1847,19887
3,2010,4,6,12,1,4,3,107,1,3,0,1000,1000,171,10,1467,7583
6,2017,4,5,4,0,0,3,225,1,1,1,0,1000,199,17,2668,9914
5,2020,4,7,8,0,0,2,408,3,2,0,0,500,152,11,1629,13717
3,2015,8,11,8,0,0,2,119,2,3,0,500,0,179,26,2706,5868
0,2023,8,12,16,0,0,3,517,1,2,0,0,1000,152,32,1336,16542
6,2015,6,7,32,1,6,4,161,0,2,0,0,250,112,30,2717,14037
5,2022,8,16,8,0,0,3,526,3,0,0,0,1000,125,38,2853,24072
9,2016,10,14,32,0,0,2,237,2,1,0,250,0,189,14,2289,9941
6,2018,6,9,64,0,0,4,146,2,3,0,1000,0,155,41,2181,7309
2,2013,6,7,8,0,0,3,579,1,4,0,1000,250,184,30,2286,16587
7,2010,6,7,8,0,0,4,156,2,1,0,500,0,160,18,1696,6185
9,2013,4,7,6,0,0,3,39,2,3,0,250,0,149,16,1138,2768
4,2013,8,14,16,1,6,4,144,0,1,0,1000,500,120,27,1199,11780
0,2020,8,16,16,1,6,4,153,1,2,0,0,250,107,24,1306,15129
5,2016,8,10,16,0,0,2,538,0,0,0,0,2000,196,34,2599,20696
4,2020,6,9,16,0,0,3,529,1,4,0,0,500,169,25,1740,17632
7,2019,4,4,4,0,0,3,87,2,1,0,500,0,163,29,1030,4303
1,2016,12,14,8,0,0,3,577,1,0,0,0,2000,149,46,2647,23508
4,2016,6,8,12,1,4,2,142,1,4,0,0,250,101,43,2536,9164
1,2016,12,13,8,0,0,3,468,1,2,0,0,250,171,14,2112,20762
0,2015,4,7,8,0,0,3,521,1,1,0,0,2000,169,42,2465,16998
0,2018,8,8,12,1,6,1,85,3,2,0,0,1000,105,10,1859,11439
5,2021,12,18,16,0,0,3,543,1,2,0,0,2000,121,16,1726,20189
0,2017,4,6,64,0,0,3,571,1,3,0,0,250,188,13,1818,19062
0,2014,6,12,12,1,6,2,59,3,4,0,500,1000,145,13,2372,9333
9,2023,12,18,2,0,0,1,506,2,3,0,0,1000,194,22,1405,11981
0,2020,4,5,2,0,0,1,62,2,1,0,0,2000,160,44,1201,6325
0,2010,4,5,12,1,6,4,124,3,3,0,500,250,134,27,1557,9595
6,2019,10,12,16,0,0,3,411,1,2,0,0,2000,161,20,2424,22067
3,2021,10,20,16,0,0,2,574,1,1,1,0,500,168,22,1268,16360
0,2019,6,10,64,0,0,4,553,2,3,0,1000,0,185,40,1335,13085
8,2019,12,22,16,0,0,3,574,3,0,0,0,2000,156,48,1890,25009
5,2016,12,15,16,0,0,2,412,1,0,0,0,500,124,15,1370,22244
6,2012,6,10,8,1,4,4,156,1,4,0,2000,1000,181,47,1587,8664
8,2018,6,9,16,1,6,3,193,0,2,0,0,250,172,20,1239,23155
5,2017,4,7,16,0,0,3,439,3,0,0,0,2000,124,30,1624,19198
1,2010,4,8,8,0,0,3,566,1,0,0,0,250,192,35,2742,15526
10,2021,12,22,8,0,0,2,471,3,2,0,0,500,132,24,1806,20016
8,2022,4,8,16,0,0,3,569,0,0,0,0,250,107,33,1274,23448
7,2016,4,8,6,0,0,4,206,2,3,0,1000,0,112,27,2236,6804
4,2011,2,4,12,1,4,4,55,1,2,0,250,1000,160,17,1828,8089
3,2013,6,8,8,1,4,3,43,1,3,0,500,125,107,44,2119,5851
0,2014,10,11,8,0,0,3,549,3,0,0,1000,250,126,37,2924,16019
1,2018,12,17,16,0,0,3,552,1,2,0,0,250,153,38,2592,16394
9,2021,8,8,16,0,0,3,561,1,1,1,0,1000,102,11,2070,18458
8,2017,12,14,32,1,6,2,74,1,0,0,0,2000,132,27,1846,16432
2,2010,4,8,16,0,0,3,487,3,0,0,250,250,194,10,2183,24795
0,2014,4,4,12,1,2,3,106,1,4,0,500,500,127,11,2536,7424
0,2012,4,6,16,0,0,3,550,1,1,0,500,500,184,23,2742,15372
7,2014,8,12,32,0,0,2,184,2,3,0,500,0,151,37,1034,6563
4,2021,4,6,8,1,4,4,73,1,1,0,0,250,128,30,1723,7120
7,2019,4,6,16,0,0,3,270,2,1,0,0,250,192,29,1670,8186
6,2020,6,9,4,0,0,2,467,1,0,1,0,500,160,43,1915,13345
1,2013,8,14,8,0,0,2,475,0,0,0,2000,250,172,43,2838,15564
0,2017,10,17,64,0,0,2,584,2,4,0,250,0,160,48,1023,16230
2,2011,4,8,16,0,0,3,77,2,1,0,1000,0,121,13,2063,5251
8,2017,10,11,16,0,0,3,451,0,0,0,0,250,171,37,1499,15742
5,2015,8,13,8,0,0,3,551,1,0,0,0,250,156,48,1329,24068
8,2013,12,13,32,1,6,2,92,3,2,0,1000,2000,144,10,2357,21055
7,2016,10,13,32,0,0,3,284,2,3,0,250,0,180,17,1504,8063
7,2011,4,7,2,0,0,2,268,2,3,0,250,0,186,25,1760,7048
0,2012,2,3,4,0,0,3,337,1,0,1,500,250,129,40,1994,14951
7,2022,6,12,12,0,0,3,176,2,1,0,500,250,178,16,1381,6441
5,2010,8,13,16,0,0,3,530,0,2,0,1000,250,113,14,1703,26319
2,2021,10,15,16,0,0,3,400,2,1,0,1000,0,188,11,1092,11649
7,2014,10,11,32,0,0,4,53,2,1,0,1000,0,179,13,2224,4558
3,2020,4,7,8,0,0,3,478,3,1,1,0,500,147,19,2143,14029
8,2016,4,6,16,1,6,2,191,1,2,0,0,250,117,44,2267,20851
0,2023,6,7,12,1,4,4,110,1,2,0,0,250,131,10,1649,7874
4,2021,4,6,12,1,2,4,148,1,4,0,0,500,137,48,2791,8055
5,2010,6,11,8,0,0,3,551,1,0,0,0,500,152,12,2140,21148
6,2014,6,7,32,1,6,1,36,3,2,0,2000,2000,114,35,1956,14947
7,2018,8,16,16,0,0,4,139,2,1,0,0,500,136,26,2537,5696
1,2021,4,7,16,0,0,2,463,0,2,0,0,1000,148,17,2302,24322
9,2011,2,3,8,1,4,4,90,1,1,0,500,1000,132,39,1849,6952
1,2014,6,10,16,0,0,3,414,0,2,0,1000,250,112,17,2728,24368
9,2012,4,8,16,1,6,4,117,3,0,0,500,125,170,38,1953,23248
3,2018,4,8,8,1,2,2,51,1,2,0,0,1000,163,27,1394,8345
3,2015,6,8,12,0,0,3,559,1,1,0,0,1000,118,33,1356,15282
1,2011,4,4,16,0,0,2,580,3,2,0,250,250,184,18,2916,20868
10,2014,12,18,8,0,0,2,570,3,0,0,500,250,155,29,1931,23047
5,2021,6,10,16,0,0,3,538,1,0,0,0,250,136,22,2376,16566
10,2021,8,9,16,0,0,3,586,1,0,0,0,1000,157,46,2598,22462
2,2017,6,11,32,0,0,2,197,2,3,0,0,250,108,28,2059,7240
0,2010,10,14,12,1,4,1,48,0,3,0,0,1000,103,14,2976,10736
0,2020,8,8,16,1,6,4,198,0,2,0,0,250,194,45,1471,16524
7,2011,6,8,16,0,0,3,113,2,1,0,500,0,170,33,1856,4569
0,2016,6,8,16,0,0,2,349,2,1,0,250,0,112,43,1278,9233
2,2011,2,3,6,0,0,3,445,2,1,0,500,0,162,17,1437,8885
3,2020,6,10,16,0,0,3,477,0,1,1,0,500,162,13,2598,20019
1,2023,12,24,8,0,0,2,574,3,2,0,0,1000,160,47,2749,27316
3,2013,6,10,2,0,0,3,300,2,1,0,2000,0,135,17,1032,8251
7,2021,10,10,64,0,0,1,253,2,1,0,250,0,107,18,1686,9307
4,2011,6,8,16,0,0,3,523,1,2,0,2000,2000,189,40,2554,19867
3,2023,6,12,32,0,0,3,541,1,3,0,0,250,126,40,1929,17158
6,2014,10,13,16,0,0,2,68,1,0,1,2000,250,125,49,1790,10795
5,2019,12,17,16,0,0,3,531,0,0,0,0,2000,144,16,1109,21471
8,2021,6,7,8,0,0,3,450,3,0,0,0,1000,141,34,2497,22121
5,2019,10,16,8,0,0,3,569,0,0,0,0,2000,113,22,2621,26319
2,2011,6,11,8,0,0,3,460,3,0,1,0,1000,183,14,2474,17709
5,2016,8,9,16,0,0,2,466,0,2,0,0,250,191,27,1003,20198
1,2011,4,8,16,0,0,3,575,3,0,0,0,250,171,16,2120,21930
7,2013,4,8,6,0,0,3,221,2,3,0,250,0,151,47,1458,5985
7,2013,4,7,4,0,0,1,103,2,3,0,0,500,168,24,2107,5106
6,2022,6,7,8,0,0,3,469,2,3,0,0,1000,152,42,2777,10418
10,2016,4,5,8,0,0,2,512,0,0,0,0,250,150,40,2151,23035
6,2022,12,23,32,1,12,4,63,1,0,0,0,1000,176,18,1095,24559
9,2016,10,18,2,0,0,3,227,2,2,0,500,0,101,28,1692,9600
2,2010,4,5,8,0,0,2,479,1,0,1,250,250,147,15,2135,14906
5,2013,10,19,16,0,0,2,439,3,0,0,250,250,177,45,2934,24318
8,2010,10,15,16,0,0,3,467,3,2,0,0,250,148,41,2496,19394
1,2016,4,4,8,0,0,3,402,3,2,0,0,250,158,37,2656,20089
2,2022,12,21,8,0,0,2,504,0,1,1,0,2000,166,47,2296,17819
6,2020,8,10,16,0,0,2,425,1,0,0,0,1000,179,19,1917,22562
1,2011,8,11,8,0,0,2,552,3,0,0,2000,250,108,44,1417,19586
7,2022,12,19,16,0,0,1,51,2,1,0,250,2000,101,33,1416,5631
0,2011,4,8,12,1,4,3,180,1,2,0,2000,250,174,43,1536,8527
7,2021,12,13,64,0,0,3,149,2,3,0,0,250,187,18,2549,7384
6,2010,12,14,16,0,0,3,435,0,2,0,0,1000,142,36,2133,23556
3,2013,2,4,16,0,0,3,331,2,2,0,250,0,192,43,1305,10162
1,2012,4,8,8,0,0,3,457,1,0,0,2000,250,113,24,2053,22682
2,2013,4,8,12,0,0,3,582,1,0,1,0,2000,139,36,2493,16782
5,2017,10,12,8,0,0,3,521,3,0,0,0,250,154,36,2045,17177
1,2010,10,17,16,0,0,2,531,1,0,0,2000,250,158,41,1338,17306
2,2016,12,12,8,0,0,3,409,0,1,1,0,2000,185,36,2637,15374
7,2023,12,23,2,0,0,3,286,2,3,0,0,250,146,35,2795,8344
3,2017,12,12,16,0,0,2,423,0,1,1,0,250,133,26,1071,17235
0,2012,4,8,8,0,0,1,46,2,4,0,250,0,135,25,2836,5257
9,2022,4,5,64,0,0,1,227,2,1,0,0,2000,132,44,2139,9685
2,2011,6,7,4,0,0,2,32,1,1,1,500,250,162,35,2279,5952
3,2018,6,9,8,0,0,1,61,2,3,0,1000,0,117,47,1486,4891
2,2017,10,20,2,0,0,4,592,2,1,0,1000,0,121,39,1841,12550
2,2017,4,4,64,0,0,2,254,1,1,1,0,2000,188,46,2137,15387
8,2015,4,5,8,0,0,2,425,0,2,0,0,250,104,23,1539,23692
7,2010,6,11,8,0,0,2,68,2,1,0,0,500,131,27,2717,5164
3,2016,6,9,12,0,0,2,515,1,1,1,0,250,148,37,2209,13386
5,2011,12,13,16,0,0,3,401,3,0,0,500,250,135,49,1852,16433
10,2022,6,7,8,0,0,3,429,0,2,0,0,250,172,25,2856,14743
7,2013,2,2,4,0,0,1,147,2,3,0,250,0,113,11,1762,5433
9,2016,6,12,12,1,6,4,153,1,4,0,0,500,163,29,1932,10239
7,2017,8,8,16,0,0,2,114,2,3,0,500,0,131,39,2205,5312
0,2022,6,12,32,1,12,4,118,3,0,0,0,2000,108,18,2377,18596
2,2015,4,4,16,0,0,2,457,1,0,0,0,250,186,10,1906,20446
2,2022,10,12,6,0,0,1,213,2,2,0,0,500,147,36,2167,10279
1,2014,10,17,8,0,0,3,579,3,2,0,2000,250,151,18,2510,22961
9,2021,4,5,12,0,0,4,248,2,1,0,250,0,108,29,1205,6398
7,2017,4,7,2,0,0,3,219,2,3,0,250,0,184,36,1251,5715
5,2016,10,18,16,0,0,2,593,0,0,0,0,500,131,48,1448,24444
2,2018,6,8,2,0,0,4,161,2,1,0,1000,0,109,44,1862,5742
8,2014,6,10,32,1,6,1,105,1,0,0,0,2000,192,42,1171,16315
10,2018,12,12,8,0,0,2,492,0,0,0,0,500,197,22,1682,19008
5,2014,12,24,8,0,0,2,565,1,2,0,500,250,185,23,1240,26676
6,2022,8,8,16,1,8,4,54,1,4,0,0,250,168,10,1971,10153
8,2014,4,7,8,0,0,3,527,1,0,0,1000,250,110,16,2946,21327
5,2023,8,12,16,0,0,3,511,3,2,0,0,250,157,42,1336,15233
3,2021,10,15,4,0,0,3,519,2,1,0,1000,0,127,48,1753,11806
4,2013,4,7,12,1,2,2,193,1,2,0,500,500,187,43,1079,8696
4,2013,4,5,6,0,0,2,592,1,2,0,2000,250,133,37,1768,19921
1,2022,4,7,8,0,0,2,493,0,2,0,0,1000,152,16,2270,25121
1,2019,6,6,8,0,0,2,591,3,2,0,0,250,139,33,1541,15971
7,2023,8,15,64,0,0,3,254,2,1,0,0,1000,163,24,1122,9535
4,2014,10,19,8,1,4,4,126,1,3,0,1000,125,109,33,1703,8265
6,2023,10,12,12,0,0,4,533,2,2,0,0,1000,125,36,2956,14995
0,2019,10,10,12,0,0,2,573,2,1,0,1000,0,142,48,1406,11865
7,2017,4,4,16,0,0,1,165,2,1,0,0,250,170,12,2562,5508
0,2020,8,12,16,0,0,3,570,3,0,0,0,250,143,19,2892,21927
7,2014,8,13,32,0,0,2,289,2,1,0,500,0,170,21,2615,8363
5,2021,12,18,8,0,0,3,548,3,0,0,0,500,156,38,2623,23529
2,2018,8,12,4,0,0,4,437,2,3,0,0,250,147,17,2691,10447
9,2019,12,15,8,0,0,3,522,0,0,0,0,2000,178,19,1925,17117
2,2019,6,12,8,0,0,3,393,1,0,1,0,2000,161,26,1473,16910
2,2017,10,11,64,0,0,4,194,2,3,0,0,250,160,18,1599,7920
10,2023,8,14,8,0,0,2,433,3,2,0,0,2000,166,24,1862,23065
1,2011,4,8,8,0,0,2,437,1,2,0,500,250,144,13,1728,22357
0,2022,12,20,16,1,8,4,68,0,2,0,0,2000,160,30,1178,20180
3,2021,6,10,16,1,6,4,177,1,0,0,0,250,189,16,1129,14584
6,2021,4,4,16,1,6,4,121,3,3,0,0,1000,170,17,2276,10745
4,2021,10,20,12,1,2,4,67,1,3,0,0,250,101,29,2094,8558
0,2021,4,4,6,0,0,2,505,1,2,0,0,2000,173,16,2391,19163
4,2021,12,22,12,1,2,4,76,1,4,0,0,250,193,15,2110,8448
2,2011,8,11,8,0,0,2,493,3,0,1,0,250,146,18,1860,17698
5,2017,12,20,16,0,0,2,600,3,2,0,0,250,166,23,2570,18126
9,2011,2,2,6,0,0,2,506,1,0,1,1000,250,128,45,2629,15110
8,2019,12,22,8,0,0,3,542,0,2,0,0,1000,162,38,1412,23396
8,2023,10,17,8,0,0,3,426,1,2,0,0,250,124,12,1926,18139
6,2012,6,10,12,0,0,2,506,1,4,0,0,2000,103,40,2905,15457
7,2021,6,6,16,0,0,1,87,2,1,0,1000,0,146,33,2449,4286
4,2016,10,15,32,0,0,3,599,1,3,0,0,1000,168,33,1705,18215
3,2010,2,2,6,0,0,4,288,2,2,0,2000,0,162,45,1946,9600
3,2015,8,11,6,0,0,4,574,2,1,0,1000,0,105,44,1334,14386
2,2020,12,14,8,0,0,3,403,0,2,0,0,500,182,34,2551,20290
6,2015,6,7,12,1,4,2,99,1,2,0,0,2000,117,48,1007,11784
6,2019,8,9,8,0,0,3,577,1,4,0,0,2000,135,30,2852,16382
2,2018,6,9,16,0,0,1,454,2,4,0,0,1000,175,24,2627,11878
5,2016,12,16,8,0,0,2,567,1,0,0,0,1000,187,43,2575,17234
10,2023,8,8,8,0,0,2,546,3,0,0,0,250,156,18,1208,21416
4,2011,4,4,16,0,0,2,574,1,3,0,2000,1000,129,12,1184,20373
4,2012,4,4,12,1,2,1,126,1,3,0,250,2000,113,19,2780,7646
7,2012,4,8,2,0,0,2,40,2,3,0,2000,0,138,24,1205,3697
8,2012,4,4,16,0,0,2,556,0,0,0,250,250,101,25,1596,18654
2,2022,8,11,6,0,0,1,534,2,3,0,0,250,133,22,2457,13799
0,2014,12,22,16,0,0,2,437,3,2,0,1000,250,157,10,1282,17453
2,2011,6,11,16,0,0,1,230,2,3,0,500,0,183,42,2364,6452
10,2018,4,8,8,0,0,3,502,1,0,0,0,250,199,17,2695,22927
10,2018,6,6,16,0,0,2,550,1,0,0,0,250,186,25,2487,20064
6,2014,8,14,8,0,0,4,526,2,1,0,1000,0,134,44,1923,11881
8,2022,10,20,8,0,0,3,418,3,0,0,0,1000,133,23,2915,24035
4,2021,4,6,16,1,6,4,56,1,3,0,0,250,184,36,1229,8727
2,2015,8,13,4,0,0,2,523,1,0,1,0,500,107,10,1118,16789
10,2013,10,18,16,0,0,2,426,1,0,0,1000,250,142,48,1284,17409
5,2011,12,22,16,0,0,3,498,1,0,0,2000,250,162,39,2968,17729
9,2013,12,14,8,0,0,3,539,0,2,0,2000,250,161,44,1754,22567
4,2022,8,16,8,0,0,2,557,1,1,0,0,250,193,19,2187,17327
5,2011,6,9,8,0,0,3,515,1,2,0,250,250,119,40,1380,15159
10,2018,6,6,16,0,0,2,517,0,0,0,0,250,151,21,1118,25235
7,2021,6,12,12,0,0,1,236,2,1,0,1000,0,183,49,1535,6908
10,2016,12,22,16,0,0,2,458,3,0,0,0,2000,186,44,1340,21911
9,2018,4,7,8,1,2,2,41,1,3,0,0,500,183,43,2919,6851
0,2017,4,8,12,1,4,1,179,1,2,0,0,250,145,48,1678,8444
10,2019,10,12,16,0,0,3,421,0,0,0,0,250,186,41,2713,16145
2,2013,4,6,6,0,0,3,391,2,1,0,1000,0,103,21,1903,9264
4,2017,4,5,12,1,6,4,65,0,3,0,0,250,161,37,2499,9606
0,2015,12,17,16,0,0,3,574,3,0,0,0,1000,109,28,2873,19736
3,2011,12,24,16,1,6,1,53,1,2,0,250,125,139,33,2490,21838
10,2010,6,6,8,0,0,3,454,1,2,0,500,250,104,29,1146,20213
9,2020,6,9,8,1,4,4,115,1,4,0,0,2000,195,31,2701,9431
1,2015,8,14,16,0,0,2,516,1,0,0,0,1000,117,20,1427,17287
7,2015,10,18,12,0,0,2,183,2,3,0,0,250,160,37,2305,7399
2,2016,8,16,4,0,0,1,348,2,1,0,2000,0,156,49,2605,11567
3,2016,6,10,2,0,0,2,157,2,4,0,1000,0,162,29,2773,6787
3,2011,2,2,16,0,0,1,405,2,1,0,0,2000,188,14,2712,9775
9,2013,4,5,12,1,6,3,101,0,4,0,0,1000,180,49,1281,11527
2,2016,6,10,32,0,0,3,118,2,1,0,500,0,104,16,1091,7304
1,2017,8,16,8,0,0,2,557,0,0,0,0,250,198,31,2259,25198
7,2012,6,12,16,0,0,1,111,2,1,0,0,250,120,46,2951,5204
10,2012,6,8,16,0,0,3,587,0,2,0,250,250,199,38,1417,24701
1,2011,10,17,16,0,0,3,502,0,2,0,2000,250,118,21,2196,21278
8,2018,8,8,8,0,0,2,409,0,0,0,0,250,122,38,1292,16967
2,2017,8,16,16,0,0,3,248,1,0,1,0,2000,168,45,2624,11576
8,2010,4,8,16,0,0,3,535,1,2,0,1000,250,132,44,1725,22224
10,2020,8,10,16,0,0,2,499,3,2,0,0,1000,103,31,2886,24483
3,2016,4,6,32,0,0,2,501,1,3,0,0,250,196,27,1261,15133
5,2010,8,16,8,0,0,3,459,0,2,0,2000,250,134,31,1670,21085
3,2017,8,16,2,0,0,3,183,1,1,1,0,500,158,28,2600,9450
2,2013,4,5,8,0,0,2,31,2,1,0,1000,0,141,43,1103,2984
3,2011,4,6,8,0,0,2,534,1,1,0,500,1000,189,18,1904,14937
6,2018,6,11,6,0,0,2,535,1,2,0,0,1000,185,19,2483,18369
