marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
positivo,2022.0,10,10,2,não,0,4,,HD,IPS,não,500,500,entrada
apple,2015.0,4,8,16,não,0,2,545.0,4K,OLED,,0,1000,premium
xiaomi,2013.0,12,17,8,não,0,3,432.0,QUADHD,AMOLED,,250,250,premium
positivo,2018.0,4,7,8,não,0,3,188.0,HD,TN,,1000,0,entrada
hp,2014.0,10,18,8,sim,4,1,113.0,FULLHD,OLED,,500,2000,jogos_entrada
samsung,2012.0,6,8,8,sim,4,3,56.0,FULLHD,OLED,,0,250,jogos_entrada
lenovo,2012.0,6,9,16,sim,4,1,78.0,QUADHD,IPS,não,250,125,jogos_intermediarios
samsung,2014.0,12,23,16,sim,6,3,141.0,QUADHD,IPS,não,500,1000,jogos_intermediarios
dell,,2,3,4,não,0,2,,FULLHD,IPS,não,500,125,ultraportatil
hp,2020.0,10,15,8,sim,2,4,36.0,FULLHD,IPS,,0,250,jogos_entrada
xiaomi,2016.0,12,23,8,não,0,3,407.0,QUADHD,AMOLED,não,0,250,premium
apple,2012.0,12,17,8,não,0,3,534.0,QUADHD,OLED,não,0,2000,premium
xiaomi,2019.0,10,13,8,não,0,3,409.0,QUADHD,OLED,,0,1000,premium
lenovo,2020.0,4,4,8,sim,2,4,185.0,FULLHD,TN,,0,500,jogos_entrada
apple,2021.0,6,6,16,não,0,2,600.0,QUADHD,OLED,não,0,250,premium
acer,2019.0,8,16,4,não,0,2,503.0,HD,IPS,não,500,0,entrada
hp,2022.0,8,16,16,sim,6,4,49.0,FULLHD,VA,,0,500,jogos_intermediarios
razer,2017.0,12,14,16,não,0,3,541.0,QUADHD,OLED,,0,1000,premium
samsung,2018.0,6,10,12,não,0,2,500.0,HD,IPS,,2000,0,intermediario
hp,2011.0,4,6,8,não,0,3,582.0,FULLHD,OLED,não,0,2000,ultraportatil
huawei,2017.0,10,11,16,não,0,2,426.0,FULLHD,OLED,,0,250,premium
asus,2013.0,6,9,2,não,0,2,586.0,FULLHD,OLED,não,500,1000,ultraportatil
lenovo,2016.0,6,8,16,não,0,3,273.0,HD,TN,,1000,0,entrada
lenovo,2016.0,4,8,12,não,0,1,493.0,HD,VA,não,500,0,intermediario
huawei,2022.0,12,16,16,não,0,3,566.0,4K,OLED,,0,2000,premium
samsung,2016.0,10,20,32,sim,6,3,78.0,4K,OLED,,0,2000,jogos_premium
dell,2015.0,4,6,32,sim,6,2,196.0,QUADHD,OLED,,0,2000,jogos_premium
samsung,2013.0,6,10,16,sim,6,4,142.0,FULLHD,OLED,,1000,2000,jogos_premium
acer,2021.0,4,6,32,não,0,2,561.0,FULLHD,AMOLED,sim,0,500,2em1
acer,2023.0,10,11,32,sim,12,4,121.0,QUADHD,AMOLED,,0,500,jogos_premium
dell,2011.0,6,12,12,não,0,4,391.0,HD,IPS,não,2000,0,entrada
apple,2020.0,12,15,16,não,0,2,412.0,4K,AMOLED,não,0,2000,premium
razer,2015.0,6,7,16,sim,6,2,,4K,AMOLED,,0,500,jogos_premium
asus,2020.0,10,17,8,não,0,3,488.0,FULLHD,AMOLED,,0,2000,premium
dell,2012.0,8,13,8,não,0,2,495.0,QUADHD,AMOLED,não,2000,250,premium
razer,2016.0,6,7,8,não,0,2,448.0,4K,OLED,,0,1000,premium
asus,2010.0,4,5,12,não,0,4,153.0,HD,VA,,1000,0,intermediario
razer,2015.0,6,9,32,sim,6,1,56.0,4K,OLED,não,0,500,jogos_premium
acer,2015.0,8,16,12,não,0,2,545.0,HD,TN,,500,0,entrada
samsung,2014.0,6,6,16,não,0,3,515.0,QUADHD,IPS,sim,2000,250,premium
huawei,2010.0,4,4,8,não,0,3,596.0,QUADHD,OLED,não,1000,250,premium
huawei,2023.0,12,20,8,não,0,3,400.0,FULLHD,OLED,não,0,500,premium
apple,2022.0,12,22,16,não,0,2,551.0,QUADHD,AMOLED,,0,500,premium
razer,2016.0,6,7,8,não,0,3,434.0,FULLHD,AMOLED,não,0,250,premium
huawei,2023.0,10,18,16,não,0,2,570.0,QUADHD,OLED,não,0,250,premium
asus,,10,19,4,não,0,2,404.0,HD,VA,,0,250,intermediario
acer,,4,7,8,não,0,3,518.0,FULLHD,VA,não,0,1000,ultraportatil
razer,2022.0,6,11,8,não,0,2,556.0,QUADHD,OLED,,0,500,premium
apple,2015.0,12,22,16,não,0,3,589.0,FULLHD,OLED,,0,250,premium
dell,2014.0,4,8,8,sim,4,2,143.0,FULLHD,VA,,1000,2000,jogos_entrada
razer,2023.0,4,7,16,sim,8,4,166.0,FULLHD,AMOLED,,0,2000,jogos_premium
dell,2014.0,10,19,12,sim,4,4,30.0,FULLHD,TN,não,0,250,jogos_entrada
positivo,2014.0,10,12,16,não,0,3,39.0,HD,IPS,,2000,0,entrada
dell,2020.0,4,6,12,sim,4,4,49.0,FULLHD,IPS,,0,250,jogos_entrada
asus,2017.0,4,5,8,não,0,4,165.0,HD,TN,,1000,0,entrada
lenovo,2016.0,8,9,4,não,0,1,266.0,HD,OLED,não,1000,0,intermediario
xiaomi,2013.0,8,15,8,não,0,3,411.0,QUADHD,AMOLED,,0,250,premium
dell,2011.0,8,14,16,sim,6,4,108.0,QUADHD,AMOLED,não,0,1000,jogos_premium
razer,2018.0,6,7,16,sim,6,4,114.0,4K,OLED,,0,1000,jogos_premium
,2019.0,12,20,16,não,0,3,570.0,FULLHD,OLED,,0,2000,premium
dell,2019.0,10,18,16,não,0,3,596.0,4K,IPS,sim,0,500,premium
huawei,2012.0,10,13,16,não,0,2,581.0,QUADHD,AMOLED,,1000,250,premium
acer,2010.0,2,4,8,não,0,2,313.0,FULLHD,IPS,sim,500,250,2em1
positivo,2017.0,4,4,2,não,0,1,133.0,HD,IPS,não,500,0,entrada
positivo,2015.0,6,9,6,não,0,1,231.0,HD,IPS,não,1000,0,entrada
dell,2014.0,8,8,16,sim,6,2,157.0,QUADHD,OLED,,500,2000,jogos_premium
hp,2020.0,8,14,64,não,0,3,556.0,FULLHD,TN,não,0,250,ultraportatil
acer,2017.0,4,6,32,sim,6,1,132.0,4K,AMOLED,,0,1000,jogos_premium
apple,,10,11,8,não,0,2,530.0,QUADHD,AMOLED,,0,2000,premium
lenovo,2011.0,6,6,4,não,0,2,546.0,FULLHD,TN,não,250,1000,ultraportatil
razer,2020.0,4,8,8,não,0,2,425.0,QUADHD,AMOLED,,0,250,premium
positivo,2010.0,2,2,6,não,0,1,151.0,HD,IPS,,2000,0,entrada
huawei,,12,15,8,não,0,3,,4K,OLED,não,0,1000,premium
positivo,2021.0,8,14,8,não,0,2,99.0,HD,TN,,0,2000,entrada
huawei,2016.0,12,21,8,não,0,2,528.0,4K,OLED,,0,250,premium
acer,2018.0,4,6,12,sim,2,3,74.0,FULLHD,VA,não,0,2000,jogos_entrada
apple,2022.0,4,6,8,não,0,2,565.0,4K,OLED,,0,250,premium
asus,2019.0,12,21,8,não,0,2,575.0,FULLHD,AMOLED,,0,500,premium
xiaomi,2013.0,12,13,16,não,0,2,,FULLHD,OLED,,0,250,premium
dell,,6,11,16,não,0,2,429.0,4K,AMOLED,sim,0,1000,premium
samsung,2013.0,10,14,16,não,0,3,421.0,4K,IPS,sim,0,1000,premium
hp,2017.0,8,11,4,não,0,2,533.0,FULLHD,VA,não,0,250,ultraportatil
apple,2012.0,10,15,8,não,0,2,587.0,4K,OLED,,500,250,premium
asus,2022.0,6,8,6,não,0,2,270.0,HD,TN,não,500,125,entrada
asus,2018.0,4,4,8,não,0,4,106.0,HD,OLED,,250,0,intermediario
lenovo,,6,7,4,não,0,3,564.0,FULLHD,IPS,,0,250,ultraportatil
positivo,2017.0,8,8,16,não,0,2,49.0,HD,TN,não,250,0,entrada
hp,2011.0,10,15,12,sim,6,4,125.0,QUADHD,TN,,2000,1000,jogos_intermediarios
apple,2020.0,6,10,16,não,0,2,493.0,FULLHD,AMOLED,não,0,250,premium
,2021.0,10,20,16,não,0,3,508.0,FULLHD,AMOLED,,0,250,premium
apple,2019.0,4,6,16,não,0,2,406.0,4K,OLED,,0,2000,premium
samsung,2021.0,10,12,16,não,0,4,413.0,HD,IPS,,0,1000,entrada
xiaomi,2015.0,8,15,8,não,0,3,492.0,FULLHD,AMOLED,,0,500,premium
apple,2010.0,12,16,16,não,0,2,455.0,FULLHD,OLED,,2000,250,premium
acer,2016.0,8,15,12,não,0,2,570.0,FULLHD,OLED,não,0,1000,ultraportatil
,2015.0,6,8,32,sim,6,3,30.0,FULLHD,OLED,não,0,500,jogos_premium
acer,2015.0,8,12,12,não,0,2,353.0,FULLHD,IPS,,0,1000,2em1
hp,2021.0,4,5,8,sim,4,4,190.0,FULLHD,IPS,,0,500,jogos_entrada
samsung,2019.0,12,17,6,não,0,2,308.0,FULLHD,AMOLED,,0,500,2em1
huawei,2020.0,10,14,16,não,0,2,516.0,QUADHD,OLED,não,0,250,premium
huawei,2015.0,8,14,16,não,0,2,520.0,FULLHD,OLED,não,0,1000,premium
asus,2011.0,4,8,2,não,0,1,415.0,HD,VA,,0,1000,intermediario
dell,2018.0,4,8,4,não,0,3,352.0,FULLHD,AMOLED,sim,0,1000,2em1
dell,2013.0,4,7,6,não,0,4,311.0,HD,IPS,,1000,0,intermediario
xiaomi,2015.0,6,11,8,não,0,3,550.0,FULLHD,AMOLED,,0,250,premium
razer,2010.0,6,7,16,sim,6,3,165.0,FULLHD,AMOLED,,250,125,jogos_premium
apple,2015.0,12,21,16,não,0,2,541.0,4K,AMOLED,,0,250,premium
hp,2014.0,4,4,12,sim,4,3,73.0,FULLHD,OLED,,500,1000,jogos_entrada
apple,2022.0,12,14,8,não,0,2,514.0,QUADHD,OLED,não,0,500,premium
dell,2010.0,6,9,6,não,0,2,521.0,FULLHD,TN,,250,1000,ultraportatil
xiaomi,2019.0,10,10,16,não,0,2,447.0,4K,AMOLED,não,0,1000,premium
huawei,2023.0,12,18,16,não,0,2,577.0,QUADHD,OLED,não,0,2000,premium
hp,2022.0,8,16,32,não,0,2,503.0,FULLHD,IPS,não,0,2000,ultraportatil
razer,2014.0,10,16,16,sim,6,2,54.0,4K,OLED,não,250,250,jogos_premium
hp,2020.0,4,6,32,não,0,3,551.0,FULLHD,IPS,não,0,2000,ultraportatil
positivo,2021.0,10,14,8,não,0,3,264.0,HD,TN,não,1000,0,entrada
xiaomi,2022.0,6,7,8,não,0,2,443.0,FULLHD,AMOLED,,0,1000,premium
positivo,2016.0,6,11,6,não,0,2,86.0,HD,IPS,,500,0,entrada
razer,2017.0,12,23,32,sim,6,4,,4K,AMOLED,,0,2000,jogos_premium
razer,2011.0,12,23,8,não,0,2,573.0,4K,OLED,não,250,250,premium
lenovo,2018.0,8,15,8,não,0,2,576.0,FULLHD,TN,não,0,250,ultraportatil
lenovo,2012.0,4,6,6,não,0,2,371.0,FULLHD,IPS,,2000,250,2em1
xiaomi,2013.0,4,4,8,não,0,2,545.0,FULLHD,AMOLED,,2000,250,premium
apple,,8,9,16,não,0,2,462.0,QUADHD,OLED,não,0,1000,premium
huawei,2023.0,12,23,8,não,0,2,454.0,FULLHD,OLED,,0,1000,premium
dell,2013.0,12,15,16,sim,6,4,147.0,FULLHD,OLED,,0,500,jogos_premium
acer,2021.0,10,18,32,sim,6,4,42.0,FULLHD,OLED,,0,250,jogos_premium
asus,2023.0,10,17,12,não,0,3,,FULLHD,TN,não,0,250,ultraportatil
hp,2015.0,8,8,32,não,0,3,532.0,FULLHD,IPS,,0,2000,ultraportatil
positivo,2020.0,10,18,4,não,0,3,44.0,HD,TN,não,250,0,entrada
lenovo,2010.0,6,6,4,não,0,3,332.0,FULLHD,AMOLED,sim,0,1000,2em1
asus,2011.0,6,8,4,não,0,1,363.0,HD,IPS,não,500,0,intermediario
acer,2016.0,4,8,12,não,0,3,535.0,FULLHD,IPS,,0,250,ultraportatil
hp,2012.0,10,17,16,sim,6,1,52.0,4K,TN,não,2000,500,jogos_intermediarios
samsung,2013.0,8,10,32,sim,6,3,51.0,4K,OLED,,0,500,jogos_premium
apple,2018.0,6,11,8,não,0,2,443.0,QUADHD,OLED,não,0,500,premium
apple,2017.0,8,8,8,não,0,2,528.0,FULLHD,OLED,não,0,500,premium
positivo,2020.0,12,21,6,não,0,4,48.0,HD,TN,não,250,0,entrada
razer,2018.0,8,11,16,sim,6,4,58.0,4K,AMOLED,,0,250,jogos_premium
huawei,2023.0,6,12,16,não,0,2,407.0,FULLHD,AMOLED,,0,1000,premium
positivo,2016.0,6,6,8,não,0,2,,HD,TN,,500,0,entrada
acer,2010.0,4,6,4,não,0,3,221.0,HD,TN,não,0,250,entrada
xiaomi,2011.0,12,13,8,não,0,3,401.0,QUADHD,OLED,,1000,250,premium
dell,,4,5,32,sim,6,4,182.0,FULLHD,OLED,não,0,250,jogos_premium
dell,2016.0,10,17,12,sim,6,2,102.0,4K,VA,não,0,250,jogos_intermediarios
asus,2010.0,4,8,16,não,0,2,534.0,FULLHD,VA,não,500,250,ultraportatil
asus,2010.0,4,4,2,não,0,1,101.0,HD,OLED,,250,0,intermediario
asus,2010.0,2,3,12,não,0,4,524.0,HD,OLED,não,2000,0,intermediario
acer,2021.0,8,16,16,não,0,2,405.0,FULLHD,OLED,não,0,2000,premium
samsung,2023.0,4,5,12,sim,4,4,111.0,4K,VA,,0,2000,jogos_intermediarios
asus,2010.0,6,9,8,não,0,3,416.0,FULLHD,AMOLED,,0,250,premium
hp,2016.0,8,15,16,sim,6,1,116.0,QUADHD,IPS,,0,250,jogos_intermediarios
samsung,2014.0,6,8,12,sim,4,2,146.0,FULLHD,OLED,não,0,1000,jogos_entrada
asus,2019.0,10,14,4,não,0,2,,FULLHD,IPS,,0,1000,2em1
lenovo,2020.0,8,14,12,sim,6,4,75.0,4K,IPS,,0,2000,jogos_intermediarios
lenovo,2020.0,8,11,16,sim,6,4,,QUADHD,AMOLED,não,0,500,jogos_premium
hp,2023.0,10,15,12,sim,2,4,37.0,FULLHD,IPS,,0,1000,jogos_entrada
hp,2012.0,6,10,12,sim,4,2,42.0,FULLHD,TN,não,0,500,jogos_entrada
hp,2018.0,8,9,8,sim,4,4,101.0,FULLHD,TN,não,0,500,jogos_entrada
xiaomi,2011.0,4,8,16,não,0,3,597.0,4K,OLED,,500,250,premium
apple,2012.0,8,15,8,não,0,2,483.0,QUADHD,AMOLED,,0,250,premium
razer,2022.0,8,15,16,sim,8,4,178.0,QUADHD,AMOLED,,0,250,jogos_premium
razer,2011.0,8,14,8,não,0,2,431.0,4K,AMOLED,,2000,250,premium
hp,2014.0,8,12,4,não,0,3,524.0,FULLHD,IPS,,0,500,ultraportatil
positivo,2018.0,8,10,32,não,0,1,84.0,HD,IPS,não,250,0,entrada
razer,,8,15,32,sim,6,3,38.0,4K,OLED,não,0,250,jogos_premium
lenovo,2021.0,10,19,12,sim,2,4,57.0,FULLHD,VA,,0,2000,jogos_entrada
razer,2019.0,8,14,16,sim,6,4,75.0,FULLHD,AMOLED,não,0,500,jogos_premium
apple,2020.0,6,6,16,não,0,2,505.0,4K,AMOLED,,0,500,premium
asus,2016.0,10,15,4,não,0,1,,HD,TN,,0,250,entrada
dell,2015.0,8,11,8,não,0,3,511.0,FULLHD,OLED,não,0,1000,ultraportatil
lenovo,2012.0,2,2,12,sim,2,3,104.0,FULLHD,OLED,,1000,2000,jogos_entrada
lenovo,,6,6,12,sim,4,4,,FULLHD,OLED,,0,500,jogos_entrada
xiaomi,2017.0,8,12,16,não,0,3,543.0,QUADHD,AMOLED,,0,500,premium
acer,2018.0,4,5,8,sim,4,4,92.0,FULLHD,OLED,não,0,2000,jogos_entrada
,2013.0,6,10,8,não,0,3,415.0,4K,AMOLED,sim,500,250,premium
dell,2017.0,10,17,6,não,0,1,500.0,HD,IPS,,500,0,entrada
positivo,,6,12,4,não,0,2,220.0,HD,IPS,não,1000,0,entrada
lenovo,2016.0,10,15,16,sim,6,4,183.0,QUADHD,OLED,,0,500,jogos_premium
positivo,2010.0,2,3,12,não,0,1,181.0,HD,IPS,não,0,1000,entrada
asus,2014.0,6,6,16,não,0,3,178.0,HD,VA,não,500,0,intermediario
dell,2012.0,4,5,8,não,0,3,437.0,QUADHD,IPS,sim,0,1000,premium
acer,2017.0,8,15,32,sim,6,4,189.0,QUADHD,OLED,,0,1000,jogos_premium
apple,2022.0,4,4,16,não,0,2,576.0,QUADHD,AMOLED,,0,1000,premium
huawei,2013.0,6,8,8,não,0,3,437.0,QUADHD,AMOLED,não,2000,250,premium
razer,2012.0,8,13,8,não,0,2,426.0,QUADHD,AMOLED,,2000,250,premium
apple,2010.0,4,6,8,não,0,2,537.0,FULLHD,AMOLED,não,500,250,premium
dell,,8,15,16,sim,4,3,145.0,4K,IPS,não,0,250,jogos_intermediarios
acer,,10,10,8,sim,2,4,197.0,FULLHD,TN,,0,2000,jogos_entrada
positivo,2017.0,10,19,32,não,0,1,188.0,HD,TN,,0,2000,entrada
dell,2016.0,10,20,4,não,0,2,430.0,FULLHD,AMOLED,sim,0,250,2em1
razer,2014.0,8,9,8,não,0,2,414.0,QUADHD,AMOLED,,1000,250,premium
asus,2022.0,6,10,16,não,0,3,598.0,FULLHD,AMOLED,,0,2000,premium
acer,2018.0,8,10,16,não,0,2,431.0,4K,OLED,,0,500,premium
asus,,6,10,12,não,0,3,480.0,FULLHD,AMOLED,sim,0,500,2em1
acer,2013.0,4,8,8,não,0,4,355.0,HD,VA,,250,0,intermediario
xiaomi,2012.0,10,10,16,não,0,2,418.0,FULLHD,AMOLED,não,1000,250,premium
positivo,2015.0,10,20,4,não,0,4,274.0,HD,IPS,,1000,0,entrada
lenovo,2014.0,12,20,16,sim,6,3,149.0,QUADHD,TN,não,2000,1000,jogos_intermediarios
dell,2011.0,2,4,2,não,0,2,512.0,FULLHD,IPS,não,500,250,ultraportatil
hp,2017.0,10,17,8,sim,4,4,126.0,FULLHD,IPS,,0,2000,jogos_entrada
apple,2018.0,10,20,16,não,0,3,406.0,4K,OLED,não,0,250,premium
xiaomi,2018.0,8,15,8,não,0,3,534.0,FULLHD,OLED,,0,250,premium
apple,2017.0,6,12,8,não,0,2,593.0,FULLHD,OLED,não,0,500,premium
razer,2010.0,10,12,32,sim,6,2,64.0,QUADHD,AMOLED,não,0,250,jogos_premium
hp,2017.0,10,13,16,não,0,2,546.0,FULLHD,TN,,0,500,ultraportatil
hp,2020.0,12,12,16,não,0,2,547.0,FULLHD,VA,,0,250,ultraportatil
huawei,2019.0,6,9,16,não,0,2,556.0,FULLHD,OLED,não,0,250,premium
apple,2014.0,6,12,8,não,0,2,524.0,QUADHD,AMOLED,não,500,250,premium
razer,2014.0,6,6,16,sim,6,4,126.0,FULLHD,AMOLED,,2000,250,jogos_premium
razer,2020.0,4,4,16,não,0,2,401.0,QUADHD,AMOLED,,0,250,premium
lenovo,2019.0,8,11,12,sim,6,4,70.0,FULLHD,IPS,,0,500,jogos_intermediarios
dell,2011.0,10,18,12,sim,6,1,193.0,QUADHD,IPS,,500,2000,jogos_intermediarios
apple,2015.0,12,20,16,não,0,3,,FULLHD,AMOLED,,0,2000,premium
hp,2012.0,4,4,16,sim,6,3,146.0,QUADHD,TN,,250,500,jogos_intermediarios
dell,2022.0,4,5,32,não,0,3,553.0,FULLHD,TN,,0,250,ultraportatil
lenovo,2018.0,12,15,12,sim,6,2,145.0,4K,VA,,0,1000,jogos_intermediarios
huawei,2017.0,6,10,16,não,0,2,542.0,QUADHD,OLED,,0,250,premium
asus,2010.0,2,3,8,não,0,2,508.0,FULLHD,TN,,0,250,ultraportatil
asus,2022.0,10,17,12,não,0,3,128.0,FULLHD,AMOLED,sim,0,1000,2em1
razer,2018.0,4,5,32,sim,6,3,60.0,FULLHD,AMOLED,,0,250,jogos_premium
acer,2015.0,10,15,8,sim,2,2,178.0,FULLHD,IPS,,0,250,jogos_entrada
razer,,10,11,8,não,0,2,437.0,4K,OLED,,0,250,premium
huawei,2015.0,12,15,8,não,0,3,420.0,FULLHD,OLED,,0,250,premium
apple,2021.0,8,14,16,não,0,2,580.0,4K,OLED,,0,500,premium
dell,2020.0,4,6,16,não,0,3,540.0,4K,OLED,não,0,1000,premium
xiaomi,2013.0,12,13,16,não,0,2,425.0,FULLHD,OLED,não,500,250,premium
samsung,2010.0,4,7,4,não,0,2,95.0,FULLHD,IPS,,0,250,2em1
apple,2016.0,4,4,8,não,0,2,449.0,FULLHD,AMOLED,,0,250,premium
huawei,,12,14,16,não,0,2,525.0,FULLHD,AMOLED,não,2000,250,premium
positivo,2017.0,10,18,16,não,0,4,110.0,HD,IPS,,500,0,entrada
apple,2021.0,4,5,8,não,0,2,469.0,QUADHD,AMOLED,,0,500,premium
xiaomi,2012.0,12,13,16,não,0,3,537.0,FULLHD,AMOLED,não,500,250,premium
lenovo,2014.0,6,10,4,não,0,3,548.0,FULLHD,IPS,não,0,250,ultraportatil
samsung,2021.0,4,4,12,sim,4,4,153.0,FULLHD,IPS,não,0,250,jogos_entrada
apple,,8,11,8,não,0,3,,4K,AMOLED,,0,250,premium
acer,2017.0,6,8,32,sim,6,1,118.0,QUADHD,AMOLED,,0,500,jogos_premium
apple,2013.0,10,15,16,não,0,3,499.0,FULLHD,AMOLED,,0,500,premium
positivo,2023.0,6,12,32,não,0,1,277.0,HD,TN,não,0,1000,entrada
acer,2022.0,8,16,16,sim,6,4,105.0,QUADHD,AMOLED,não,0,2000,jogos_premium
acer,2010.0,2,3,6,não,0,3,466.0,HD,TN,não,500,0,intermediario
apple,2015.0,10,10,8,não,0,2,547.0,FULLHD,OLED,,0,500,premium
hp,2011.0,8,15,16,sim,6,2,82.0,4K,TN,,2000,2000,jogos_intermediarios
acer,,2,4,16,não,0,3,417.0,HD,OLED,,0,500,intermediario
lenovo,2011.0,4,6,2,não,0,2,495.0,FULLHD,AMOLED,sim,500,250,2em1
razer,2010.0,4,8,32,sim,6,4,151.0,FULLHD,AMOLED,não,1000,500,jogos_premium
samsung,2021.0,12,16,8,não,0,2,546.0,QUADHD,AMOLED,sim,0,1000,premium
apple,2018.0,12,22,8,não,0,3,448.0,4K,OLED,,0,2000,premium
dell,2015.0,6,10,8,não,0,3,595.0,FULLHD,AMOLED,,0,2000,premium
acer,2019.0,10,18,32,não,0,2,315.0,HD,IPS,,500,0,intermediario
lenovo,2015.0,10,13,8,não,0,2,543.0,HD,VA,,0,1000,intermediario
xiaomi,2023.0,4,6,16,não,0,3,529.0,FULLHD,OLED,não,0,250,premium
huawei,2017.0,8,16,8,não,0,3,547.0,QUADHD,AMOLED,,0,250,premium
asus,2022.0,8,15,6,não,0,2,570.0,FULLHD,IPS,não,0,1000,ultraportatil
apple,2018.0,10,15,16,não,0,2,588.0,4K,OLED,não,0,250,premium
asus,2020.0,10,20,16,não,0,3,410.0,FULLHD,OLED,,0,1000,premium
positivo,2010.0,4,5,12,não,0,3,38.0,HD,TN,não,2000,0,entrada
lenovo,2017.0,6,9,8,não,0,3,209.0,HD,TN,,1000,0,entrada
razer,2016.0,10,16,16,sim,6,1,123.0,4K,OLED,não,0,1000,jogos_premium
positivo,2013.0,6,7,16,não,0,1,146.0,HD,TN,,2000,0,entrada
lenovo,2021.0,4,5,8,não,0,2,459.0,QUADHD,OLED,,0,500,premium
xiaomi,2015.0,12,24,16,não,0,3,551.0,QUADHD,OLED,não,0,2000,premium
dell,2023.0,10,12,12,não,0,3,225.0,HD,VA,não,0,500,intermediario
asus,2011.0,6,11,16,não,0,4,585.0,HD,IPS,,0,250,intermediario
xiaomi,2010.0,10,11,8,não,0,2,468.0,FULLHD,OLED,,500,250,premium
lenovo,2011.0,6,7,12,sim,2,4,136.0,FULLHD,VA,,500,500,jogos_entrada
huawei,2017.0,4,8,8,não,0,3,482.0,FULLHD,AMOLED,,0,500,premium
razer,2017.0,6,11,16,sim,6,3,154.0,FULLHD,AMOLED,,0,2000,jogos_premium
samsung,2019.0,6,7,4,não,0,2,138.0,FULLHD,AMOLED,sim,0,2000,2em1
apple,2022.0,4,8,8,não,0,2,428.0,4K,OLED,,0,2000,premium
lenovo,2010.0,10,11,16,sim,6,2,80.0,FULLHD,OLED,,250,1000,jogos_premium
xiaomi,2012.0,6,11,16,não,0,3,558.0,FULLHD,AMOLED,não,0,2000,premium
samsung,2012.0,4,8,4,não,0,3,301.0,HD,IPS,não,1000,0,intermediario
positivo,2010.0,4,8,16,não,0,3,112.0,HD,IPS,não,0,250,entrada
xiaomi,2011.0,6,10,16,não,0,2,571.0,FULLHD,AMOLED,,2000,250,premium
lenovo,2021.0,10,11,8,não,0,2,464.0,4K,OLED,não,0,250,premium
lenovo,2010.0,10,10,16,sim,4,3,73.0,4K,IPS,não,250,250,jogos_intermediarios
xiaomi,2017.0,4,7,16,não,0,3,477.0,FULLHD,OLED,,0,2000,premium
xiaomi,2019.0,10,16,16,não,0,2,591.0,FULLHD,OLED,não,0,250,premium
huawei,2022.0,6,11,16,não,0,2,575.0,FULLHD,OLED,,0,250,premium
hp,2013.0,6,8,12,não,0,2,521.0,FULLHD,IPS,,500,250,ultraportatil
xiaomi,2020.0,4,4,8,não,0,2,447.0,4K,OLED,não,0,1000,premium
dell,2022.0,6,7,8,não,0,3,405.0,FULLHD,AMOLED,,0,250,premium
razer,2015.0,6,7,16,sim,6,2,127.0,4K,OLED,,0,1000,jogos_premium
huawei,2017.0,10,20,16,não,0,2,497.0,FULLHD,AMOLED,,0,250,premium
positivo,2019.0,6,7,8,não,0,4,140.0,HD,TN,,500,0,entrada
samsung,2010.0,4,7,2,não,0,1,35.0,HD,VA,,500,0,intermediario
razer,2011.0,10,20,16,não,0,3,573.0,QUADHD,AMOLED,não,500,250,premium
razer,2021.0,6,10,16,sim,6,4,111.0,4K,OLED,,0,1000,jogos_premium
apple,2022.0,10,11,16,não,0,2,561.0,4K,AMOLED,não,0,250,premium
samsung,2012.0,12,22,32,sim,6,3,121.0,QUADHD,AMOLED,,2000,125,jogos_premium
lenovo,2020.0,10,11,16,não,0,2,531.0,4K,OLED,não,0,1000,premium
xiaomi,,10,10,16,não,0,3,437.0,4K,AMOLED,,250,250,premium
lenovo,2019.0,8,10,12,sim,6,4,155.0,QUADHD,IPS,,0,2000,jogos_intermediarios
razer,2022.0,6,7,8,não,0,3,576.0,QUADHD,AMOLED,não,0,500,premium
lenovo,2011.0,4,7,12,não,0,3,287.0,HD,OLED,,2000,0,intermediario
samsung,,4,5,8,não,0,3,,HD,OLED,,500,0,intermediario
,2018.0,8,10,8,não,0,3,488.0,QUADHD,AMOLED,não,0,250,premium
huawei,2016.0,4,5,8,não,0,2,400.0,4K,OLED,,0,250,premium
lenovo,2019.0,4,4,16,sim,6,4,54.0,FULLHD,OLED,não,0,250,jogos_intermediarios
lenovo,2022.0,6,8,16,não,0,2,508.0,FULLHD,AMOLED,não,0,250,premium
huawei,2019.0,4,5,8,não,0,3,515.0,4K,AMOLED,,0,250,premium
acer,2012.0,8,9,8,não,0,2,466.0,FULLHD,AMOLED,não,2000,250,premium
razer,2016.0,12,16,16,não,0,3,448.0,FULLHD,OLED,não,0,2000,premium
hp,2010.0,6,7,12,sim,6,1,99.0,4K,IPS,,250,2000,jogos_intermediarios
samsung,2023.0,4,8,32,não,0,1,414.0,HD,IPS,,1000,250,entrada
acer,2012.0,6,10,2,não,0,3,497.0,FULLHD,AMOLED,sim,2000,250,2em1
huawei,2018.0,4,5,16,não,0,2,434.0,FULLHD,OLED,não,0,2000,premium
xiaomi,2022.0,4,7,16,não,0,3,598.0,QUADHD,OLED,,0,1000,premium
razer,2021.0,6,8,16,sim,6,4,193.0,FULLHD,AMOLED,,0,2000,jogos_premium
