idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
49.0,management,,secondary,543,yes,no,20,may,213.0,3.0,no
48.0,management,,tertiary,7867,yes,yes,30,may,306.0,3.0,no
32.0,technician,,tertiary,1212,yes,no,23,may,463.0,2.0,no
35.0,management,,secondary,533,no,no,6,aug,221.0,12.0,no
48.0,management,,tertiary,291,yes,no,23,jul,350.0,2.0,no
40.0,services,,secondary,573,yes,no,14,may,329.0,1.0,no
55.0,retired,,secondary,1279,yes,no,13,may,446.0,3.0,no
50.0,blue-collar,,primary,280,yes,no,18,jun,61.0,23.0,no
55.0,technician,,unknown,574,yes,no,29,jan,243.0,2.0,no
26.0,blue-collar,,secondary,658,no,yes,23,jul,34.0,4.0,no
34.0,technician,,secondary,2019,yes,yes,27,jun,,1.0,no
45.0,management,,tertiary,22815,no,no,26,aug,653.0,,no
44.0,entrepreneur,,secondary,887,yes,no,17,apr,519.0,1.0,no
34.0,management,,tertiary,303,yes,no,29,jan,50.0,1.0,no
39.0,services,,secondary,326,yes,no,27,may,115.0,1.0,no
31.0,management,,secondary,453,yes,no,9,may,384.0,2.0,no
27.0,management,,tertiary,0,no,yes,8,jul,46.0,1.0,no
41.0,management,,tertiary,4063,yes,no,12,may,14.0,5.0,no
45.0,technician,,secondary,2403,no,no,21,nov,207.0,1.0,no
28.0,services,,secondary,123,yes,no,6,may,115.0,1.0,no
39.0,unemployed,,secondary,270,yes,no,3,jun,116.0,1.0,no
31.0,technician,,tertiary,424,no,no,29,jan,,1.0,no
31.0,management,,tertiary,1230,yes,no,27,may,290.0,4.0,no
31.0,admin.,,secondary,387,yes,no,13,may,228.0,2.0,no
35.0,technician,,primary,744,yes,no,7,apr,1096.0,1.0,no
32.0,technician,,tertiary,696,no,yes,13,aug,,4.0,no
49.0,management,,tertiary,4594,no,no,11,aug,157.0,3.0,no
42.0,entrepreneur,,secondary,1002,no,no,20,jun,,3.0,no
31.0,management,,tertiary,-173,yes,no,6,may,396.0,2.0,no
35.0,services,,secondary,1239,yes,no,5,may,60.0,2.0,no
31.0,technician,,secondary,354,no,yes,22,aug,186.0,2.0,no
45.0,admin.,,secondary,375,no,yes,22,sep,10.0,1.0,no
24.0,blue-collar,,secondary,3,yes,no,15,may,311.0,1.0,no
49.0,self-employed,divorced,secondary,6116,yes,no,21,nov,43.0,1.0,no
36.0,self-employed,,tertiary,4515,yes,no,17,jun,408.0,2.0,no
28.0,blue-collar,,tertiary,727,yes,no,6,jun,144.0,4.0,no
54.0,retired,,secondary,3846,yes,yes,19,jun,216.0,2.0,no
27.0,blue-collar,,primary,1128,yes,no,30,jun,,4.0,no
34.0,management,divorced,tertiary,1173,no,yes,18,jul,,1.0,no
40.0,management,,tertiary,27,no,no,27,aug,165.0,6.0,no
32.0,admin.,,tertiary,328,yes,yes,26,jun,271.0,1.0,no
41.0,admin.,,secondary,0,yes,no,17,nov,595.0,2.0,no
38.0,services,,primary,-87,yes,no,13,may,531.0,1.0,no
35.0,admin.,,secondary,2830,no,no,20,jun,22.0,12.0,no
31.0,technician,,secondary,4,no,no,20,may,199.0,4.0,no
47.0,entrepreneur,,secondary,0,no,no,19,jun,563.0,2.0,no
41.0,admin.,,secondary,80,no,no,19,nov,202.0,1.0,no
29.0,admin.,,secondary,2768,yes,no,2,jun,121.0,4.0,no
33.0,management,,tertiary,5,yes,no,7,aug,12.0,1.0,no
,retired,,tertiary,553,no,no,19,aug,2027.0,5.0,no
54.0,blue-collar,,secondary,-102,yes,no,27,aug,164.0,7.0,no
72.0,retired,,primary,2079,no,no,13,aug,,1.0,no
29.0,blue-collar,,secondary,1,yes,no,6,may,215.0,1.0,no
41.0,blue-collar,,secondary,598,yes,no,12,may,69.0,3.0,no
39.0,housemaid,,primary,34,yes,no,14,jul,377.0,3.0,no
41.0,services,divorced,secondary,-19,yes,no,19,may,201.0,1.0,no
31.0,blue-collar,,primary,292,yes,yes,30,may,30.0,18.0,no
32.0,services,,secondary,144,yes,no,19,may,260.0,11.0,no
52.0,admin.,,secondary,1113,no,yes,8,jul,,1.0,no
41.0,entrepreneur,,tertiary,121,yes,no,5,may,456.0,1.0,no
45.0,management,,tertiary,904,yes,yes,20,jun,14.0,9.0,no
29.0,admin.,,secondary,-498,yes,no,2,feb,,3.0,no
32.0,admin.,,tertiary,0,yes,no,5,may,138.0,1.0,no
35.0,blue-collar,,secondary,67,no,no,20,may,60.0,6.0,no
54.0,technician,,secondary,3967,no,yes,29,jul,,3.0,no
41.0,self-employed,,secondary,305,yes,no,13,may,174.0,2.0,no
42.0,blue-collar,,primary,260,yes,no,31,jul,175.0,2.0,no
59.0,management,divorced,tertiary,258,yes,no,20,apr,33.0,1.0,no
58.0,retired,,primary,0,no,no,4,aug,506.0,1.0,no
32.0,services,,secondary,72,no,no,28,jul,,9.0,no
56.0,technician,,primary,145,yes,no,6,feb,124.0,2.0,no
50.0,management,divorced,tertiary,2564,yes,no,21,nov,124.0,4.0,no
45.0,services,,primary,7811,no,no,16,jun,143.0,2.0,no
59.0,retired,,secondary,5744,no,no,18,jun,632.0,1.0,no
47.0,blue-collar,,primary,673,yes,yes,6,jun,118.0,4.0,no
54.0,management,,secondary,602,no,no,30,jul,,2.0,no
40.0,services,,secondary,9374,yes,no,21,nov,7.0,,no
37.0,management,,tertiary,5016,no,no,8,aug,119.0,1.0,no
29.0,blue-collar,,secondary,508,yes,yes,19,jun,262.0,5.0,no
36.0,blue-collar,,primary,156,yes,no,21,nov,219.0,2.0,no
33.0,management,,tertiary,0,yes,no,9,jul,310.0,1.0,no
32.0,management,divorced,tertiary,12,no,no,17,jul,321.0,1.0,no
53.0,technician,,secondary,7984,yes,no,2,feb,151.0,1.0,no
33.0,services,,secondary,255,yes,yes,21,nov,588.0,2.0,no
36.0,admin.,,tertiary,211,yes,no,5,may,146.0,2.0,no
43.0,unemployed,divorced,secondary,1854,no,no,13,nov,131.0,2.0,no
45.0,self-employed,,tertiary,-497,yes,yes,15,may,217.0,1.0,no
52.0,services,,secondary,431,no,no,26,aug,73.0,17.0,no
48.0,blue-collar,divorced,secondary,-314,yes,no,18,may,7.0,5.0,no
40.0,management,,tertiary,552,no,no,28,jul,761.0,,no
31.0,technician,,secondary,465,yes,no,12,may,259.0,3.0,no
34.0,services,,secondary,544,yes,no,27,may,257.0,2.0,no
54.0,blue-collar,,primary,-636,yes,no,30,may,324.0,3.0,no
40.0,management,,tertiary,7780,no,no,4,may,364.0,1.0,no
55.0,unemployed,,primary,274,no,no,9,feb,7.0,5.0,no
33.0,management,,tertiary,1148,no,no,19,nov,299.0,1.0,no
50.0,management,,tertiary,67,no,yes,20,jun,156.0,3.0,no
59.0,retired,divorced,secondary,914,no,no,28,jan,192.0,1.0,no
40.0,services,,secondary,1293,yes,no,13,apr,128.0,3.0,no
45.0,admin.,,secondary,111,yes,no,11,aug,173.0,1.0,no
32.0,management,,tertiary,937,no,no,28,aug,,1.0,no
50.0,blue-collar,,unknown,605,yes,no,15,may,200.0,1.0,no
58.0,blue-collar,,secondary,1457,yes,no,8,jul,144.0,4.0,no
38.0,management,,tertiary,1617,yes,no,16,apr,691.0,1.0,no
57.0,technician,,secondary,29207,yes,no,21,nov,232.0,2.0,no
31.0,blue-collar,,secondary,812,yes,no,23,sep,245.0,1.0,no
69.0,retired,,primary,324,no,no,12,aug,875.0,1.0,no
26.0,admin.,,secondary,1327,no,no,30,mar,171.0,4.0,no
30.0,admin.,,secondary,482,no,no,23,apr,,1.0,no
49.0,blue-collar,,secondary,134,yes,yes,27,may,265.0,2.0,no
36.0,blue-collar,,primary,347,no,no,4,feb,167.0,2.0,no
37.0,technician,,secondary,1824,yes,no,3,jul,,2.0,no
55.0,blue-collar,divorced,primary,410,no,yes,11,jul,221.0,2.0,no
36.0,management,,tertiary,-38,yes,no,14,may,784.0,1.0,no
31.0,self-employed,,secondary,581,yes,no,13,oct,845.0,1.0,no
30.0,technician,divorced,secondary,3100,yes,no,21,may,154.0,4.0,no
36.0,services,,secondary,0,yes,yes,15,jul,201.0,4.0,no
50.0,self-employed,,secondary,1138,no,no,14,aug,219.0,10.0,no
53.0,unknown,,unknown,0,no,no,25,aug,209.0,5.0,no
39.0,services,,secondary,304,yes,yes,9,may,323.0,1.0,no
31.0,technician,,tertiary,313,yes,no,27,aug,,2.0,no
49.0,blue-collar,,primary,1898,no,no,21,aug,159.0,1.0,no
35.0,services,,secondary,142,yes,no,20,nov,315.0,2.0,no
45.0,blue-collar,,primary,4696,no,no,17,jun,,1.0,no
30.0,management,,secondary,135,no,no,14,aug,,2.0,no
47.0,self-employed,,primary,574,yes,no,20,nov,137.0,5.0,no
37.0,blue-collar,,primary,1322,yes,no,21,nov,14.0,,no
35.0,technician,,tertiary,703,no,no,20,apr,169.0,1.0,no
41.0,management,,tertiary,0,no,no,7,aug,,2.0,no
35.0,unemployed,,secondary,1,yes,no,28,jul,173.0,,no
60.0,retired,,primary,55,no,no,4,jun,207.0,1.0,no
58.0,technician,,secondary,786,yes,no,7,may,165.0,3.0,no
28.0,management,,tertiary,22,yes,no,31,jul,59.0,3.0,no
57.0,unemployed,,secondary,890,no,no,5,feb,343.0,4.0,no
35.0,management,,tertiary,451,yes,no,17,apr,220.0,6.0,no
54.0,admin.,,tertiary,59,yes,no,10,jul,268.0,1.0,no
31.0,management,,tertiary,15,no,no,11,aug,119.0,2.0,no
32.0,blue-collar,,secondary,15341,no,no,21,may,738.0,3.0,no
56.0,admin.,,secondary,-273,no,no,8,jul,119.0,2.0,no
35.0,self-employed,,tertiary,28,no,yes,8,jul,259.0,1.0,no
33.0,blue-collar,,secondary,58,no,no,16,may,144.0,2.0,no
50.0,technician,,secondary,103,yes,no,3,feb,,4.0,no
46.0,management,,secondary,244,yes,no,15,may,244.0,1.0,no
35.0,services,,secondary,0,no,no,9,jun,115.0,4.0,no
49.0,admin.,,secondary,880,yes,yes,18,may,22.0,3.0,no
56.0,management,divorced,tertiary,-141,no,no,28,jul,,4.0,no
33.0,blue-collar,,primary,447,yes,no,9,may,180.0,2.0,no
37.0,entrepreneur,,primary,62,no,no,31,jul,404.0,2.0,no
30.0,blue-collar,,secondary,148,no,no,2,apr,206.0,1.0,no
34.0,admin.,,secondary,79,yes,no,28,jul,219.0,3.0,no
29.0,blue-collar,,secondary,9,yes,no,11,may,262.0,3.0,no
32.0,management,,tertiary,578,no,yes,22,jul,29.0,2.0,no
29.0,blue-collar,,primary,-382,yes,no,28,jul,35.0,2.0,no
50.0,blue-collar,,primary,888,no,yes,10,jul,160.0,3.0,no
58.0,technician,,secondary,382,no,no,13,aug,460.0,2.0,no
30.0,management,,tertiary,1390,no,no,20,aug,552.0,4.0,no
52.0,entrepreneur,,primary,-104,no,yes,10,jul,124.0,1.0,no
39.0,management,,tertiary,22,yes,no,2,jun,493.0,1.0,no
43.0,technician,divorced,secondary,-36,yes,no,17,nov,190.0,1.0,no
51.0,technician,,secondary,130,no,no,22,aug,547.0,3.0,no
38.0,admin.,,secondary,77,no,no,20,nov,441.0,4.0,no
30.0,self-employed,,secondary,1031,no,no,20,oct,7.0,1.0,no
52.0,management,divorced,primary,92,no,yes,16,jul,469.0,7.0,no
40.0,technician,,tertiary,1063,yes,yes,19,aug,264.0,2.0,no
37.0,technician,,secondary,0,yes,yes,15,jul,,3.0,no
30.0,blue-collar,,secondary,282,yes,yes,23,may,148.0,2.0,no
51.0,management,,tertiary,1394,yes,no,5,aug,115.0,1.0,no
27.0,technician,,secondary,16,no,no,19,may,193.0,1.0,no
35.0,blue-collar,,secondary,975,yes,no,16,jul,,1.0,no
47.0,admin.,,tertiary,12276,no,no,20,jun,,5.0,no
29.0,blue-collar,,secondary,313,yes,no,20,apr,172.0,2.0,no
52.0,admin.,,secondary,1648,yes,no,19,nov,172.0,3.0,no
43.0,admin.,,secondary,6,no,no,4,feb,58.0,1.0,no
31.0,blue-collar,,primary,1127,yes,no,13,may,43.0,1.0,no
54.0,blue-collar,,secondary,1070,no,no,18,nov,373.0,4.0,no
59.0,housemaid,,secondary,1040,no,no,5,aug,123.0,2.0,no
51.0,blue-collar,,secondary,50,yes,yes,6,may,121.0,1.0,no
32.0,management,,tertiary,62,yes,no,13,nov,45.0,1.0,no
42.0,blue-collar,,secondary,-755,yes,yes,2,jun,312.0,1.0,no
46.0,blue-collar,,secondary,4707,yes,no,23,may,,,no
30.0,technician,,secondary,925,no,no,20,nov,240.0,1.0,no
42.0,management,divorced,primary,0,yes,no,19,nov,73.0,5.0,no
39.0,blue-collar,,primary,867,yes,no,7,may,481.0,1.0,no
31.0,management,,tertiary,-201,yes,no,22,aug,,4.0,no
35.0,blue-collar,,secondary,120,yes,no,28,may,245.0,2.0,no
34.0,admin.,,secondary,61,no,yes,5,may,21.0,1.0,no
42.0,technician,divorced,secondary,0,yes,no,28,may,471.0,2.0,no
57.0,management,,primary,687,yes,yes,21,jul,,3.0,no
38.0,management,,tertiary,38,no,no,20,aug,,2.0,no
29.0,blue-collar,,secondary,2806,no,no,15,oct,294.0,1.0,no
46.0,management,,secondary,-27,yes,no,6,may,289.0,1.0,no
48.0,management,,tertiary,2498,no,no,14,aug,,2.0,no
33.0,technician,,secondary,390,no,no,13,aug,460.0,2.0,no
59.0,admin.,,secondary,-423,yes,yes,20,apr,,1.0,no
23.0,technician,,secondary,1587,yes,yes,14,may,502.0,2.0,no
37.0,blue-collar,,secondary,288,yes,no,5,may,159.0,6.0,no
40.0,technician,,secondary,822,yes,yes,29,jan,155.0,2.0,no
44.0,blue-collar,divorced,secondary,-222,yes,no,27,may,,3.0,no
37.0,blue-collar,,secondary,197,yes,no,16,may,251.0,3.0,no
28.0,services,,secondary,159,yes,no,12,may,345.0,2.0,no
39.0,technician,,secondary,681,yes,no,5,jun,170.0,1.0,no
57.0,retired,divorced,primary,0,no,yes,24,jul,125.0,2.0,no
38.0,blue-collar,,unknown,495,yes,no,8,may,297.0,1.0,no
60.0,blue-collar,,secondary,414,no,no,4,feb,147.0,1.0,no
38.0,management,divorced,tertiary,151,yes,no,17,jul,50.0,1.0,no
26.0,student,,secondary,2572,yes,no,5,may,620.0,1.0,no
32.0,blue-collar,,secondary,320,yes,no,6,may,198.0,2.0,no
35.0,management,,tertiary,304,yes,no,19,nov,274.0,2.0,no
30.0,management,,secondary,1299,no,no,14,aug,515.0,2.0,no
37.0,blue-collar,,secondary,740,yes,no,7,may,434.0,3.0,no
36.0,blue-collar,,secondary,537,no,yes,7,jul,206.0,6.0,no
34.0,admin.,,secondary,1581,yes,yes,20,may,52.0,11.0,no
28.0,blue-collar,,secondary,708,yes,no,6,jun,339.0,5.0,no
37.0,blue-collar,,primary,178,yes,yes,9,jun,72.0,1.0,no
31.0,services,,secondary,671,yes,no,7,may,193.0,3.0,no
34.0,blue-collar,,primary,3,yes,no,8,may,26.0,1.0,no
28.0,technician,,secondary,981,yes,no,24,jul,225.0,1.0,no
38.0,technician,,tertiary,1042,yes,no,4,feb,419.0,2.0,no
80.0,retired,,primary,1021,no,no,26,feb,37.0,1.0,no
59.0,retired,,secondary,1035,yes,yes,5,aug,223.0,1.0,no
54.0,management,,tertiary,1114,yes,no,21,nov,1195.0,2.0,no
29.0,blue-collar,,tertiary,98,no,no,10,aug,170.0,2.0,no
39.0,technician,,secondary,24,yes,no,28,jan,,4.0,no
30.0,technician,,secondary,486,no,no,28,jan,335.0,3.0,no
41.0,services,divorced,secondary,727,yes,no,11,may,246.0,1.0,no
48.0,technician,,secondary,-205,yes,yes,9,jul,,1.0,no
26.0,blue-collar,,secondary,895,yes,no,4,feb,820.0,3.0,no
55.0,admin.,,primary,319,no,no,21,nov,124.0,3.0,no
36.0,admin.,,secondary,206,yes,no,8,may,183.0,1.0,no
31.0,services,,secondary,-414,yes,no,6,may,1369.0,3.0,no
35.0,blue-collar,,primary,-1489,yes,yes,29,may,177.0,1.0,no
30.0,management,,tertiary,0,no,no,7,aug,74.0,1.0,no
26.0,blue-collar,,secondary,249,yes,no,29,jan,235.0,3.0,no
32.0,management,,tertiary,927,no,no,8,oct,282.0,1.0,no
43.0,blue-collar,divorced,primary,515,yes,no,18,nov,182.0,1.0,no
48.0,admin.,,secondary,1060,yes,no,20,apr,,2.0,no
49.0,technician,,secondary,308,no,no,27,jul,266.0,5.0,no
34.0,blue-collar,,secondary,808,yes,yes,17,jul,20.0,3.0,no
27.0,blue-collar,,primary,431,yes,no,15,may,286.0,2.0,no
31.0,admin.,,secondary,396,yes,no,19,may,,1.0,no
35.0,technician,,secondary,-89,yes,no,15,may,75.0,1.0,no
40.0,admin.,,secondary,-253,yes,no,9,jul,177.0,1.0,no
39.0,services,,secondary,0,yes,no,20,may,793.0,2.0,no
19.0,student,,unknown,60,no,no,14,aug,253.0,1.0,no
40.0,services,,secondary,695,yes,no,11,may,270.0,1.0,no
25.0,admin.,,tertiary,1141,yes,no,5,may,718.0,1.0,no
38.0,technician,divorced,tertiary,791,yes,no,26,may,,2.0,no
62.0,blue-collar,,primary,1381,no,no,19,oct,1020.0,1.0,no
27.0,services,,secondary,0,yes,no,23,jul,198.0,13.0,no
40.0,technician,,secondary,-28,yes,yes,30,may,289.0,2.0,no
56.0,management,,tertiary,412,no,no,20,nov,179.0,6.0,no
33.0,management,,tertiary,310,no,no,29,aug,179.0,2.0,no
52.0,blue-collar,,secondary,1319,no,no,30,apr,37.0,2.0,no
33.0,blue-collar,,secondary,0,yes,yes,28,jul,,12.0,no
38.0,services,,secondary,-314,yes,no,28,may,66.0,2.0,no
27.0,services,,secondary,511,yes,no,30,jun,,5.0,no
54.0,retired,,secondary,-152,yes,yes,26,may,14.0,11.0,no
35.0,admin.,,secondary,907,no,yes,2,jul,,4.0,no
41.0,blue-collar,,primary,22,yes,no,14,may,152.0,1.0,no
28.0,blue-collar,,secondary,0,no,yes,31,jul,11.0,21.0,no
55.0,management,divorced,tertiary,8044,yes,no,11,may,175.0,5.0,no
56.0,admin.,,secondary,1854,yes,no,7,may,45.0,1.0,no
33.0,blue-collar,,secondary,1794,yes,no,12,may,360.0,1.0,no
42.0,technician,,secondary,2,no,no,29,may,249.0,2.0,no
34.0,student,,unknown,2321,no,no,9,nov,600.0,2.0,no
35.0,technician,,secondary,144,no,no,22,jul,163.0,2.0,no
46.0,technician,divorced,secondary,1,yes,yes,26,may,200.0,3.0,no
31.0,self-employed,,secondary,762,no,no,11,aug,312.0,3.0,no
48.0,self-employed,,tertiary,16,yes,yes,18,nov,214.0,1.0,no
38.0,technician,,secondary,20,no,no,2,feb,147.0,1.0,no
47.0,services,,secondary,2070,yes,yes,26,may,136.0,1.0,no
48.0,management,,tertiary,308,yes,no,14,jul,125.0,5.0,no
57.0,technician,,unknown,1617,yes,no,7,may,,2.0,no
30.0,admin.,,secondary,39,yes,no,28,jul,,3.0,no
39.0,blue-collar,,primary,332,yes,no,8,may,277.0,3.0,no
31.0,management,,tertiary,713,no,no,28,aug,162.0,1.0,no
44.0,blue-collar,,secondary,2885,yes,no,30,may,63.0,3.0,no
38.0,services,,secondary,968,yes,no,6,apr,272.0,1.0,no
58.0,unknown,,tertiary,4150,no,no,6,jun,363.0,1.0,no
42.0,management,,tertiary,687,no,no,11,aug,667.0,2.0,no
33.0,management,,secondary,333,no,no,28,aug,,6.0,no
55.0,retired,,primary,1821,no,no,8,aug,224.0,2.0,no
34.0,blue-collar,,secondary,-436,yes,no,26,may,317.0,1.0,no
30.0,unknown,,unknown,6929,no,no,19,nov,341.0,1.0,no
35.0,technician,,secondary,126,no,no,22,aug,,2.0,no
35.0,technician,,secondary,2019,yes,yes,18,nov,,2.0,no
56.0,retired,,secondary,878,no,no,20,jun,123.0,3.0,no
27.0,management,,tertiary,6791,no,no,22,mar,174.0,2.0,no
39.0,self-employed,divorced,secondary,0,yes,no,23,may,210.0,2.0,no
36.0,admin.,,secondary,110,yes,no,4,feb,185.0,1.0,no
35.0,self-employed,,secondary,28,no,yes,2,jul,159.0,3.0,no
34.0,housemaid,,primary,443,no,no,30,jan,10.0,1.0,no
28.0,unemployed,,primary,236,no,no,6,feb,460.0,3.0,no
37.0,technician,,secondary,2707,yes,no,16,jul,,1.0,no
57.0,technician,,secondary,1753,yes,no,7,may,539.0,1.0,no
34.0,services,,secondary,1182,yes,no,28,may,124.0,1.0,no
38.0,management,,tertiary,427,yes,no,18,nov,253.0,1.0,no
48.0,technician,,primary,788,no,no,9,jul,36.0,2.0,no
35.0,admin.,,secondary,0,no,no,7,jul,,11.0,no
40.0,blue-collar,,primary,-509,yes,no,23,may,298.0,1.0,no
48.0,services,divorced,primary,-110,no,yes,19,jun,164.0,2.0,no
54.0,blue-collar,,primary,244,yes,no,29,jul,337.0,2.0,no
49.0,services,divorced,secondary,933,no,yes,29,jul,,33.0,no
38.0,technician,,tertiary,940,no,no,12,aug,191.0,7.0,no
44.0,entrepreneur,,tertiary,1631,yes,no,17,nov,,1.0,no
44.0,unemployed,,secondary,-505,yes,no,3,jun,,11.0,no
60.0,admin.,,secondary,7336,no,no,31,mar,494.0,1.0,no
55.0,services,,secondary,-40,yes,no,12,may,178.0,2.0,no
27.0,student,,primary,25,no,no,28,aug,8.0,1.0,no
33.0,management,,secondary,0,no,no,20,may,190.0,2.0,no
32.0,technician,,secondary,5,yes,no,17,nov,,1.0,no
51.0,blue-collar,,secondary,-92,yes,no,4,jun,28.0,4.0,no
44.0,admin.,,secondary,497,yes,no,3,feb,321.0,3.0,no
49.0,blue-collar,,primary,2356,no,yes,14,jul,236.0,2.0,no
42.0,blue-collar,,secondary,3,yes,no,12,may,118.0,1.0,no
35.0,services,,secondary,128,yes,no,12,may,136.0,1.0,no
32.0,admin.,,tertiary,390,yes,yes,5,may,,1.0,no
39.0,technician,,secondary,300,no,no,10,sep,315.0,6.0,no
54.0,technician,,secondary,827,no,yes,20,jun,294.0,2.0,no
35.0,technician,,tertiary,25,no,no,27,aug,219.0,2.0,no
41.0,technician,,primary,340,yes,no,13,may,262.0,1.0,no
35.0,management,,tertiary,867,yes,no,20,nov,298.0,2.0,no
41.0,blue-collar,,secondary,140,yes,no,29,jan,636.0,2.0,no
36.0,technician,,secondary,3,no,no,20,aug,,4.0,no
51.0,self-employed,,secondary,4920,no,no,2,jun,392.0,2.0,no
59.0,unknown,,secondary,3237,no,no,6,jun,,3.0,no
44.0,blue-collar,,primary,0,yes,yes,21,nov,32.0,2.0,no
49.0,admin.,,secondary,1096,yes,no,17,apr,609.0,1.0,no
37.0,admin.,,tertiary,869,no,no,30,jul,60.0,,no
60.0,technician,divorced,tertiary,1900,yes,no,29,may,,3.0,no
40.0,management,,tertiary,413,yes,no,14,may,150.0,1.0,no
27.0,blue-collar,,primary,-588,no,no,13,may,531.0,2.0,no
34.0,housemaid,,secondary,0,no,no,21,aug,398.0,2.0,no
41.0,technician,,secondary,2490,yes,no,21,may,115.0,2.0,no
39.0,services,,secondary,20928,no,no,14,may,1166.0,1.0,no
34.0,admin.,,secondary,560,yes,no,5,may,198.0,3.0,no
38.0,blue-collar,divorced,secondary,0,yes,no,11,may,580.0,1.0,no
56.0,blue-collar,,primary,826,yes,no,21,jul,853.0,1.0,no
42.0,services,,secondary,115,yes,yes,17,apr,161.0,1.0,no
47.0,student,,unknown,107,no,no,15,jul,119.0,,no
32.0,blue-collar,,secondary,320,yes,yes,3,feb,22.0,4.0,no
37.0,blue-collar,,secondary,-399,yes,yes,3,jun,21.0,3.0,no
25.0,student,,secondary,703,no,no,5,may,1100.0,3.0,no
29.0,technician,divorced,secondary,328,yes,yes,4,feb,25.0,1.0,no
48.0,management,divorced,tertiary,148,no,no,12,aug,152.0,2.0,no
39.0,self-employed,,tertiary,2298,yes,yes,20,apr,13.0,2.0,no
31.0,blue-collar,,secondary,64,yes,no,18,jul,302.0,3.0,no
28.0,management,,tertiary,4013,yes,no,4,jun,386.0,1.0,no
32.0,management,,tertiary,0,no,no,9,may,280.0,1.0,no
35.0,technician,,tertiary,633,yes,yes,2,feb,,3.0,no
51.0,admin.,,unknown,-1137,yes,yes,11,may,567.0,3.0,no
32.0,blue-collar,,primary,902,yes,no,27,may,,2.0,no
30.0,blue-collar,,secondary,2850,no,no,8,may,181.0,2.0,no
54.0,management,,tertiary,313,yes,no,5,may,,2.0,no
41.0,blue-collar,,secondary,923,yes,no,14,may,249.0,2.0,no
35.0,admin.,,primary,8,yes,no,16,may,148.0,18.0,no
44.0,technician,,secondary,945,yes,no,4,aug,190.0,1.0,no
58.0,management,,tertiary,2261,yes,no,3,jun,1361.0,1.0,no
43.0,blue-collar,,primary,18,yes,no,14,may,131.0,2.0,no
52.0,blue-collar,,secondary,5828,yes,no,13,may,276.0,2.0,no
60.0,retired,,primary,6307,yes,no,11,jun,362.0,1.0,no
32.0,management,,tertiary,537,no,no,29,may,187.0,3.0,no
41.0,blue-collar,,secondary,393,yes,yes,10,jul,122.0,1.0,no
54.0,blue-collar,divorced,primary,215,yes,no,4,jun,71.0,5.0,no
30.0,blue-collar,,secondary,132,yes,no,16,may,329.0,1.0,no
36.0,technician,,secondary,35,no,no,29,aug,493.0,2.0,no
27.0,admin.,,secondary,125,no,no,21,jul,,1.0,no
32.0,technician,,secondary,129,yes,no,7,may,213.0,1.0,no
34.0,management,,tertiary,0,no,no,6,aug,139.0,2.0,no
43.0,admin.,,secondary,315,no,no,23,jul,129.0,2.0,no
43.0,services,,primary,2567,yes,no,14,may,,1.0,no
31.0,management,divorced,tertiary,883,yes,no,19,nov,168.0,1.0,no
37.0,technician,,secondary,1120,yes,no,30,may,,5.0,no
51.0,technician,divorced,secondary,0,yes,no,28,may,463.0,2.0,no
52.0,blue-collar,,secondary,1117,yes,no,13,may,365.0,1.0,no
57.0,blue-collar,,secondary,773,yes,yes,18,jun,,,no
32.0,technician,,tertiary,390,yes,no,23,may,,1.0,no
47.0,admin.,,secondary,1358,yes,no,14,may,,4.0,no
31.0,management,,tertiary,216,no,no,22,jul,47.0,1.0,no
27.0,blue-collar,,secondary,317,yes,no,20,may,16.0,10.0,no
31.0,blue-collar,,primary,2369,yes,no,18,may,,1.0,no
36.0,admin.,divorced,tertiary,125,yes,no,26,may,172.0,1.0,no
44.0,blue-collar,,primary,6,no,no,10,jul,338.0,9.0,no
34.0,blue-collar,,primary,15841,yes,no,20,apr,423.0,5.0,no
32.0,housemaid,,primary,51,yes,no,12,may,324.0,1.0,no
52.0,management,,secondary,0,yes,yes,27,may,62.0,13.0,no
60.0,retired,divorced,primary,-79,yes,yes,29,jan,192.0,1.0,no
30.0,services,,secondary,1881,no,yes,26,jun,29.0,1.0,no
48.0,blue-collar,,primary,456,yes,yes,19,may,289.0,1.0,no
39.0,management,,primary,1873,no,no,9,jun,161.0,2.0,no
59.0,management,divorced,tertiary,0,yes,no,31,jul,52.0,,no
42.0,admin.,,secondary,445,yes,no,7,may,202.0,2.0,no
77.0,retired,,secondary,2123,no,no,4,feb,141.0,4.0,no
29.0,technician,,secondary,767,yes,no,5,feb,253.0,1.0,no
49.0,technician,divorced,secondary,229,no,no,8,aug,219.0,2.0,no
57.0,retired,,secondary,3783,yes,no,6,jun,198.0,3.0,no
37.0,blue-collar,,secondary,140,yes,yes,7,may,490.0,1.0,no
35.0,technician,,secondary,6,yes,no,11,may,204.0,2.0,no
63.0,retired,divorced,secondary,859,no,no,13,feb,,1.0,no
37.0,technician,,secondary,261,no,no,29,aug,301.0,4.0,no
37.0,services,,secondary,50,yes,no,8,may,352.0,3.0,no
52.0,admin.,,secondary,-462,yes,no,9,feb,172.0,5.0,no
60.0,retired,,secondary,0,no,no,5,aug,143.0,3.0,no
36.0,technician,,secondary,283,yes,yes,27,jun,56.0,2.0,no
48.0,self-employed,,secondary,91,no,no,21,aug,136.0,,no
