ultima_compra,visitas,online,loja,catalogo,descontos,vinho,doces,fruta,carne,peixe,renda,total_gasto,adolescentes,criancas,estado_civil,educacao,tempo_cliente,reclamacao,idade,aceitou_campanha
54,5,9,9,2,1,642,7,14,49,0,65685.0,712,1,0,casado,graduado,2251,0,48,0
34,8,2,3,0,2,8,6,7,9,13,25804.0,43,0,1,casado,segundo_grau,2460,0,42,0
15,3,5,8,4,1,840,71,53,804,23,76412.0,1791,0,0,solteiro,doutorado,2579,0,40,1
43,7,2,3,0,2,7,11,10,13,3,22063.0,44,0,1,casado,graduado,2484,0,48,0
0,5,7,7,3,1,464,0,5,64,7,57091.0,540,0,0,solteiro,graduado,2173,0,59,1
74,8,3,2,2,1,30,21,3,47,19,22419.0,120,0,0,casado,graduado,2596,0,57,0
61,6,5,4,10,1,1492,57,38,287,50,87771.0,1924,1,0,uniao_estavel,graduado,2562,0,61,1
51,8,10,11,2,1,752,153,122,476,39,78353.0,1542,1,0,divorciado,segundo_grau,2598,0,61,0
97,5,3,7,4,3,1279,0,15,287,20,93404.0,1601,2,1,casado,graduado,2577,0,66,0
75,8,1,3,0,2,22,1,1,8,2,37859.0,34,2,1,divorciado,graduado,2692,0,58,0
83,4,8,4,9,1,860,56,28,409,73,80995.0,1426,1,0,viuvo,doutorado,2573,0,62,0
23,6,1,3,0,1,3,0,0,5,13,16529.0,21,0,1,uniao_estavel,graduado,2279,0,36,0
65,5,2,3,0,1,10,1,5,28,11,55412.0,55,1,1,divorciado,doutorado,2378,0,44,0
94,6,6,7,4,1,351,5,16,156,7,48789.0,535,0,0,solteiro,graduado,2816,0,28,0
42,5,7,7,3,3,421,16,5,90,0,56575.0,532,2,0,uniao_estavel,doutorado,2579,0,53,0
10,7,2,3,0,2,2,18,5,7,0,25130.0,32,0,1,uniao_estavel,segundo_grau,2429,0,40,0
94,8,1,3,0,2,25,1,1,9,2,35441.0,38,1,1,casado,graduado,2659,0,53,0
50,3,6,12,5,5,336,123,123,274,46,71391.0,902,1,0,casado,graduado,2616,0,64,0
46,7,6,5,1,2,191,6,9,97,0,49494.0,303,0,1,solteiro,mestrado,2589,0,48,0
98,3,7,12,7,1,563,31,50,774,28,81702.0,1446,0,0,divorciado,graduado,2803,0,40,0
42,6,1,3,0,1,31,1,0,6,0,45889.0,38,1,0,solteiro,segundo_grau,2521,0,40,0
30,5,7,5,6,2,479,17,5,82,7,56628.0,590,1,0,solteiro,graduado,2259,0,43,0
11,5,2,3,1,3,18,8,6,15,12,34026.0,59,1,1,uniao_estavel,graduado,2487,0,70,0
61,5,3,6,2,3,91,44,65,52,10,40049.0,262,1,0,casado,graduado,2736,0,46,0
12,6,3,4,0,4,5,14,7,24,19,34176.0,69,0,1,solteiro,graduado,2207,0,32,0
76,9,4,3,0,4,2,3,14,28,16,19419.0,63,0,1,casado,graduado,2755,0,39,0
2,1,3,7,6,1,362,35,50,431,134,82504.0,1012,0,0,casado,segundo_grau,2496,0,60,0
43,2,5,7,6,1,724,55,74,929,97,81205.0,1879,0,0,uniao_estavel,graduado,2326,0,50,1
27,3,3,8,6,2,605,45,91,399,0,61618.0,1140,0,0,solteiro,segundo_grau,2797,0,29,0
60,5,7,8,5,3,547,7,7,140,0,55284.0,701,1,0,solteiro,mestrado,2711,0,64,0
79,5,3,5,1,2,104,9,1,54,13,49980.0,181,1,0,solteiro,graduado,2408,0,57,0
96,5,3,3,1,4,8,10,2,15,0,15072.0,35,0,2,casado,graduado,2574,0,40,0
17,6,5,3,3,2,224,0,2,25,7,49166.0,258,1,0,solteiro,graduado,2540,0,46,0
0,4,6,9,2,3,384,32,0,102,21,65324.0,539,1,0,casado,doutorado,2328,0,66,0
38,3,7,10,7,1,556,133,54,845,202,82347.0,1790,0,0,casado,segundo_grau,2759,0,63,0
43,5,1,2,1,2,24,0,0,2,0,30843.0,26,1,1,uniao_estavel,doutorado,2193,0,54,0
1,8,7,7,1,3,408,0,0,21,0,46374.0,429,1,0,casado,doutorado,2263,0,46,1
25,7,10,12,2,7,265,9,199,303,234,60474.0,1010,1,0,solteiro,graduado,2613,0,41,0
2,7,1,3,0,1,34,0,0,7,0,38576.0,41,1,0,casado,mestrado,2276,0,47,0
66,5,6,11,2,3,374,25,64,116,84,55357.0,663,0,2,casado,graduado,2654,0,35,0
49,8,1,3,0,2,27,0,2,10,0,37758.0,39,1,1,uniao_estavel,graduado,2792,0,54,0
5,2,6,10,9,1,600,30,20,350,29,85710.0,1029,0,0,casado,segundo_grau,2579,0,31,0
71,8,2,3,0,2,13,1,2,18,6,23228.0,40,0,1,uniao_estavel,graduado,2313,0,51,0
35,8,6,4,1,6,167,0,2,89,0,44602.0,258,1,1,uniao_estavel,mestrado,2293,0,51,0
94,6,0,3,0,1,0,1,2,3,4,7500.0,10,0,0,casado,graduado,2695,0,33,0
80,7,4,6,1,6,46,41,35,69,84,38683.0,275,0,1,uniao_estavel,segundo_grau,2792,0,31,0
61,7,6,4,1,2,88,13,39,78,58,49514.0,276,0,1,solteiro,segundo_grau,2353,0,45,0
29,4,4,8,2,3,243,3,11,119,10,57906.0,386,1,0,uniao_estavel,doutorado,2542,0,47,0
0,5,5,8,1,3,275,7,11,68,25,43456.0,386,1,0,solteiro,mestrado,2619,0,54,0
80,7,1,2,0,1,6,0,0,4,0,19485.0,10,0,2,solteiro,mestrado,2437,0,34,0
54,3,2,8,3,3,121,20,62,90,68,53172.0,361,1,0,uniao_estavel,graduado,2578,0,42,0
71,7,2,3,0,2,4,7,12,15,19,30545.0,57,0,1,uniao_estavel,graduado,2779,0,41,0
27,3,5,4,7,1,1308,0,0,396,23,70123.0,1727,0,0,uniao_estavel,doutorado,2433,0,37,0
61,3,5,4,5,2,515,66,47,267,62,62450.0,957,1,0,solteiro,graduado,2333,0,61,0
55,7,4,3,0,3,4,4,0,16,17,21675.0,41,0,1,uniao_estavel,graduado,2177,0,44,0
35,7,3,4,1,4,48,15,13,57,24,42395.0,157,1,1,solteiro,segundo_grau,2245,0,39,0
34,3,5,10,7,1,562,16,58,168,43,61346.0,847,0,1,uniao_estavel,mestrado,2425,0,42,0
95,2,4,5,8,1,769,143,22,500,210,80812.0,1644,0,0,uniao_estavel,graduado,2444,0,67,0
64,6,6,4,6,7,379,9,4,93,12,42835.0,497,1,1,divorciado,mestrado,2523,0,49,0
30,8,3,4,0,2,29,1,12,59,19,39922.0,120,0,1,casado,graduado,2659,0,37,0
12,1,6,12,9,1,387,45,68,569,89,86424.0,1158,0,0,solteiro,mestrado,2244,0,64,0
96,9,3,3,1,4,12,18,23,38,30,17117.0,121,0,1,uniao_estavel,segundo_grau,2687,0,42,0
16,8,3,2,1,3,6,15,10,12,3,24762.0,46,0,1,solteiro,graduado,2298,0,48,1
16,8,2,3,0,2,27,1,1,14,4,35797.0,47,1,0,casado,graduado,2780,0,45,0
78,5,0,3,0,1,9,0,1,5,0,36627.0,15,0,2,divorciado,graduado,2500,0,45,0
83,6,2,3,0,2,22,5,0,19,6,51111.0,52,1,1,casado,segundo_grau,2169,0,39,0
96,2,5,10,6,1,899,102,102,838,133,86857.0,2074,0,0,solteiro,doutorado,2814,0,48,1
67,1,3,13,2,1,889,92,55,685,168,82072.0,1889,0,0,uniao_estavel,doutorado,2521,0,50,0
87,9,6,4,1,4,189,5,2,55,0,46231.0,251,1,2,solteiro,doutorado,2739,0,67,0
34,7,2,3,0,2,48,0,0,2,0,42243.0,50,1,1,casado,graduado,2359,0,61,0
46,8,9,5,2,8,230,24,14,156,82,51195.0,506,1,1,uniao_estavel,graduado,2613,0,58,0
7,5,2,10,6,2,852,36,60,207,78,68092.0,1233,0,0,solteiro,mestrado,2354,0,42,0
73,9,2,3,0,2,35,1,3,20,4,31814.0,63,0,1,casado,graduado,2664,0,47,0
54,5,5,5,2,6,205,2,20,47,23,51390.0,297,1,1,viuvo,mestrado,2818,0,55,0
93,1,3,11,10,1,255,56,31,446,40,76630.0,828,0,0,casado,graduado,2325,0,37,0
52,7,1,2,0,1,0,3,0,1,8,26868.0,12,0,1,solteiro,primeiro_grau,2219,0,29,0
53,6,7,5,10,2,437,49,8,206,160,48948.0,860,0,0,divorciado,doutorado,2672,0,77,1
81,6,8,5,10,2,825,0,8,53,11,55260.0,897,1,0,solteiro,doutorado,2723,0,48,0
8,5,6,4,9,1,316,51,58,161,76,64090.0,662,1,0,uniao_estavel,graduado,2485,0,64,1
97,4,10,7,6,2,756,169,138,354,160,78331.0,1577,1,0,divorciado,graduado,2316,0,62,0
50,6,4,8,2,3,194,0,55,134,15,37087.0,398,0,1,casado,doutorado,2481,0,46,0
38,8,4,3,0,4,7,10,17,18,6,21846.0,58,0,1,divorciado,graduado,2409,0,34,0
61,2,4,10,3,1,183,103,33,493,59,81320.0,871,0,0,casado,graduado,2667,0,62,0
46,6,4,4,1,2,171,1,0,11,0,54137.0,183,1,0,divorciado,graduado,2476,0,50,0
73,2,4,6,5,1,243,40,101,405,29,66825.0,818,0,0,uniao_estavel,graduado,2509,0,53,0
19,3,3,6,3,1,181,3,21,69,39,57100.0,313,0,0,uniao_estavel,graduado,2366,0,47,0
10,5,4,6,1,5,151,7,7,89,0,58917.0,254,2,1,uniao_estavel,graduado,2621,0,51,0
94,0,3,10,4,1,494,11,92,391,194,85072.0,1182,0,0,solteiro,graduado,2240,0,43,0
10,2,7,7,4,0,464,18,28,873,29,86429.0,1412,0,0,solteiro,graduado,2379,0,59,1
37,7,1,2,0,1,5,0,1,5,10,45684.0,21,0,1,viuvo,graduado,2368,0,49,0
94,5,2,3,0,1,29,5,0,29,0,47889.0,63,0,1,uniao_estavel,graduado,2335,0,46,0
23,4,2,6,1,1,102,3,9,49,24,45921.0,187,0,0,casado,doutorado,2270,0,34,0
75,1,3,8,10,1,604,28,28,674,91,78420.0,1425,0,0,solteiro,doutorado,2524,0,54,0
40,2,3,5,10,1,571,60,12,523,63,75114.0,1229,0,0,uniao_estavel,graduado,2393,0,28,0
24,8,10,10,5,6,953,0,0,71,0,52278.0,1024,1,0,viuvo,doutorado,2679,0,57,1
11,7,3,4,1,2,63,9,3,67,8,35641.0,150,0,1,casado,mestrado,2509,0,48,1
29,3,7,7,3,1,770,27,29,890,250,95529.0,1966,0,0,solteiro,graduado,2732,0,26,1
51,1,3,6,4,1,398,61,61,265,138,62820.0,923,0,0,casado,graduado,2573,0,66,0
86,2,3,7,4,1,741,9,19,154,50,73113.0,973,0,0,uniao_estavel,mestrado,2344,0,60,0
9,3,7,6,6,1,1478,19,19,403,0,84169.0,1919,0,0,casado,doutorado,2485,0,38,1
30,3,3,7,2,2,156,32,29,56,30,42607.0,303,1,0,solteiro,segundo_grau,2383,0,66,0
73,3,6,9,9,1,960,0,64,464,146,74637.0,1634,0,0,solteiro,doutorado,2566,0,66,0
25,7,1,3,0,1,38,0,0,2,0,46015.0,40,1,1,uniao_estavel,doutorado,2236,0,65,0
67,1,2,6,10,1,315,12,26,473,220,72354.0,1046,0,0,solteiro,graduado,2597,0,27,0
67,6,2,4,0,1,15,7,20,25,2,39858.0,69,0,1,solteiro,mestrado,2680,0,51,1
58,4,1,4,1,3,19,5,6,20,0,34469.0,50,1,1,casado,doutorado,2215,0,72,0
82,5,11,10,4,1,812,149,99,431,237,83033.0,1728,0,1,uniao_estavel,graduado,2201,0,34,0
98,8,6,6,1,3,73,24,28,217,10,24401.0,352,0,0,uniao_estavel,mestrado,2826,0,41,0
93,2,4,9,5,1,372,12,23,384,250,77583.0,1041,0,0,casado,graduado,2298,0,42,0
53,2,4,10,4,1,871,55,111,704,145,74116.0,1886,0,0,solteiro,segundo_grau,2340,0,38,0
66,2,5,6,4,1,375,91,152,335,93,74293.0,1046,0,0,solteiro,graduado,2215,0,27,0
6,3,6,5,9,1,760,13,80,466,17,68397.0,1336,1,0,casado,doutorado,2383,0,44,0
42,2,6,9,4,1,471,21,0,510,99,79632.0,1101,0,0,uniao_estavel,doutorado,2241,0,46,0
78,3,1,4,1,1,31,9,9,27,16,46107.0,92,0,1,solteiro,graduado,2298,0,31,0
29,7,11,10,2,2,819,0,0,72,12,64950.0,903,1,0,solteiro,doutorado,2845,0,69,0
82,8,1,3,0,1,1,9,4,3,8,25443.0,25,0,1,casado,primeiro_grau,2713,0,31,0
92,1,2,5,11,1,203,17,35,305,46,75127.0,606,0,0,solteiro,graduado,2197,0,68,0
78,8,3,3,0,2,26,1,0,15,2,32892.0,44,0,1,uniao_estavel,doutorado,2194,0,49,0
54,4,9,4,3,1,354,75,21,311,167,71796.0,928,0,0,uniao_estavel,graduado,2407,0,49,0
45,8,11,11,5,3,1253,71,0,447,23,67536.0,1794,1,0,casado,doutorado,2562,0,50,0
59,5,7,11,5,3,371,24,17,238,23,55239.0,673,1,0,solteiro,graduado,2509,0,49,0
8,6,8,9,4,2,588,15,7,76,110,60554.0,796,0,1,divorciado,doutorado,2483,0,45,0
51,6,6,5,3,8,480,86,86,249,75,64831.0,976,1,1,solteiro,segundo_grau,2543,0,68,0
51,5,7,7,4,2,517,6,12,54,16,56067.0,605,1,0,uniao_estavel,doutorado,2503,0,58,0
76,1,3,6,2,1,267,70,98,606,48,82025.0,1089,0,0,divorciado,graduado,2556,0,37,1
62,2,5,5,8,0,1111,45,24,790,160,94384.0,2130,0,0,uniao_estavel,graduado,2641,0,67,1
86,7,2,3,1,3,7,16,7,14,7,14906.0,51,0,0,solteiro,primeiro_grau,2713,0,34,0
60,8,4,10,4,1,1166,0,0,48,0,51563.0,1214,0,0,casado,doutorado,2795,0,33,0
56,3,4,9,4,3,261,48,42,144,55,57937.0,550,1,0,casado,segundo_grau,2292,0,38,0
83,3,4,5,2,2,135,25,25,51,23,68274.0,259,1,1,divorciado,graduado,2431,0,41,0
92,4,2,3,0,1,6,8,2,18,2,39771.0,36,0,1,uniao_estavel,graduado,2364,0,43,0
31,8,3,9,2,2,711,18,28,142,49,67893.0,948,1,0,divorciado,segundo_grau,2795,0,45,0
80,4,2,3,0,1,11,4,0,13,2,27922.0,30,0,1,uniao_estavel,doutorado,2209,0,41,0
39,5,2,3,1,3,42,0,0,17,0,52190.0,59,1,1,uniao_estavel,doutorado,2211,0,44,0
20,6,3,4,1,4,79,3,7,58,6,44051.0,153,1,1,divorciado,mestrado,2675,0,47,1
53,8,3,2,1,1,20,5,6,43,19,42767.0,93,0,2,solteiro,doutorado,2573,0,49,0
84,6,1,2,1,1,30,0,0,8,2,46106.0,40,1,1,uniao_estavel,mestrado,2208,0,44,0
50,8,3,4,0,5,20,1,2,23,3,16927.0,49,1,1,casado,doutorado,2663,0,44,0
96,5,5,6,2,3,115,146,27,44,4,59754.0,336,1,0,casado,graduado,2734,0,55,1
94,5,5,8,5,4,263,41,5,233,69,53700.0,611,1,0,solteiro,graduado,2840,0,68,0
25,5,2,4,0,2,69,2,2,15,2,59041.0,90,1,1,casado,graduado,2212,0,47,0
48,6,5,5,2,4,267,0,3,30,4,54237.0,304,1,0,divorciado,doutorado,2587,0,63,0
65,2,4,13,7,2,561,123,85,171,25,70647.0,965,1,0,divorciado,graduado,2805,0,53,0
69,5,6,8,3,3,492,0,0,37,7,52597.0,536,1,0,solteiro,doutorado,2212,0,58,0
12,6,2,3,0,2,14,16,7,9,6,41021.0,52,0,1,uniao_estavel,mestrado,2705,0,51,1
84,6,2,5,1,5,80,17,4,46,0,40233.0,147,1,0,casado,doutorado,2417,0,45,0
47,5,3,6,1,7,97,10,12,84,13,50183.0,216,1,1,casado,graduado,2163,0,40,0
87,4,5,11,2,3,197,59,107,227,7,54753.0,597,1,0,uniao_estavel,graduado,2449,0,61,0
35,2,6,9,7,1,693,24,21,925,31,92955.0,1694,0,0,casado,graduado,2473,0,47,1
47,7,3,4,0,3,43,9,2,27,0,33471.0,81,0,1,casado,graduado,2784,0,47,0
48,8,1,2,0,1,14,0,0,2,0,34596.0,16,0,1,casado,doutorado,2601,0,46,1
46,9,10,6,2,6,186,72,36,234,86,44010.0,614,0,1,uniao_estavel,graduado,2783,0,40,0
27,1,3,10,4,1,434,137,137,400,45,84219.0,1153,0,0,casado,graduado,2306,0,32,0
37,7,3,4,0,4,59,2,0,11,4,40706.0,76,1,2,uniao_estavel,doutorado,2687,0,52,0
8,8,3,4,0,3,16,7,5,30,8,15716.0,66,0,1,casado,segundo_grau,2753,1,32,0
29,5,7,7,1,3,230,57,35,75,63,59052.0,460,1,0,divorciado,segundo_grau,2383,0,61,0
85,2,4,13,6,1,829,92,138,430,60,80573.0,1549,0,0,uniao_estavel,mestrado,2782,0,49,0
2,0,2,13,8,1,318,35,8,407,150,83715.0,918,0,0,casado,graduado,2305,0,58,0
66,1,2,12,4,1,1206,18,55,445,168,82576.0,1892,0,0,uniao_estavel,mestrado,2856,0,61,0
60,7,6,5,3,7,292,3,3,77,10,56962.0,385,1,2,casado,mestrado,2420,0,55,0
54,4,2,4,0,3,30,11,9,12,2,35704.0,64,1,1,casado,graduado,2336,0,68,0
70,7,10,7,6,5,729,0,17,133,11,53103.0,890,1,0,uniao_estavel,graduado,2449,0,66,0
55,4,0,2,1,1,12,0,1,3,0,46779.0,16,1,1,viuvo,segundo_grau,2511,0,60,0
20,14,0,0,0,0,2,0,1,1,1,4861.0,5,0,0,divorciado,graduado,2166,0,55,0
78,7,2,3,0,1,22,0,3,18,0,33462.0,43,0,1,divorciado,mestrado,2485,0,41,0
63,6,11,9,6,3,587,87,43,337,42,63693.0,1096,1,0,divorciado,graduado,2417,0,42,0
17,3,5,6,11,1,674,42,168,108,192,80763.0,1184,0,0,casado,graduado,2477,0,70,1
43,4,4,8,2,2,284,7,3,84,4,65352.0,382,1,0,casado,doutorado,2471,0,46,0
13,2,5,7,6,1,1023,55,93,651,49,82170.0,1871,0,0,casado,doutorado,2375,0,42,0
46,5,9,9,7,1,1394,91,22,708,89,75759.0,2304,0,0,casado,graduado,2406,0,51,1
65,2,4,13,9,1,311,37,26,640,180,79689.0,1194,0,0,solteiro,segundo_grau,2572,0,44,0
1,5,2,3,0,2,27,1,0,12,0,35340.0,40,1,1,viuvo,doutorado,2159,0,64,0
6,1,2,10,4,1,1296,69,17,311,45,85683.0,1738,0,0,divorciado,graduado,2259,0,66,1
32,7,0,3,0,1,3,0,6,7,0,24884.0,16,0,1,casado,segundo_grau,2736,0,48,0
34,9,10,6,1,5,393,5,5,136,7,42021.0,546,0,1,uniao_estavel,mestrado,2826,0,39,0
70,4,5,12,3,4,218,35,63,282,137,64449.0,735,0,1,solteiro,graduado,2290,0,31,0
49,3,1,4,1,2,66,6,0,16,0,64587.0,88,1,1,divorciado,graduado,2166,0,66,0
65,6,1,2,0,1,4,0,2,11,2,34824.0,19,0,0,solteiro,graduado,2254,0,25,0
25,6,8,10,4,1,795,58,0,545,95,75437.0,1493,0,0,uniao_estavel,graduado,2391,0,42,0
84,5,2,3,1,3,15,17,10,19,8,26091.0,69,1,1,uniao_estavel,graduado,2283,0,63,0
7,6,8,6,8,3,384,41,25,292,130,52845.0,872,0,1,casado,graduado,2479,0,47,0
34,4,3,8,1,4,244,2,8,32,7,46086.0,293,1,0,divorciado,graduado,2397,0,64,0
38,7,6,9,4,1,158,0,19,288,25,78028.0,490,1,0,viuvo,doutorado,2816,0,64,1
1,1,4,4,3,1,1285,20,21,449,106,95169.0,1881,0,0,solteiro,doutorado,2422,0,33,1
25,8,8,4,5,5,349,5,16,144,28,56337.0,542,1,1,casado,segundo_grau,2618,0,39,1
25,8,2,3,0,2,4,13,12,11,3,22434.0,43,0,1,uniao_estavel,graduado,2660,0,33,0
50,8,5,4,2,5,223,2,2,31,0,36930.0,258,1,0,casado,doutorado,2567,0,66,0
46,4,3,4,8,6,157,56,43,127,68,36130.0,451,1,0,solteiro,graduado,2671,0,66,1
96,3,6,10,5,2,397,38,46,288,20,65569.0,789,1,0,casado,mestrado,2760,0,67,0
57,1,4,11,4,1,901,31,31,345,75,83844.0,1383,0,0,uniao_estavel,graduado,2572,0,68,0
47,8,3,2,1,4,14,1,3,21,2,19514.0,41,1,1,casado,graduado,2313,0,52,0
52,6,1,2,0,1,10,0,0,3,0,36736.0,13,1,1,solteiro,doutorado,2574,0,57,0
30,5,10,8,2,1,1230,178,0,396,232,77568.0,2036,1,0,uniao_estavel,graduado,2832,0,41,0
63,2,1,5,1,1,81,1,1,31,2,49187.0,116,1,0,uniao_estavel,doutorado,2328,0,44,0
51,9,6,4,1,7,154,12,20,66,0,30168.0,252,0,1,solteiro,graduado,2638,0,42,0
14,8,3,3,0,1,63,0,0,21,7,34053.0,91,1,0,uniao_estavel,mestrado,2816,0,52,0
20,5,2,4,0,3,30,0,0,11,0,38196.0,41,1,1,casado,mestrado,2231,0,49,0
56,3,4,8,2,1,90,43,67,165,30,59412.0,395,0,0,casado,mestrado,2230,0,69,0
41,3,6,7,6,1,635,152,114,254,132,70924.0,1287,0,0,casado,segundo_grau,2242,0,55,0
72,2,2,7,1,1,127,6,4,73,15,54165.0,225,0,0,uniao_estavel,graduado,2556,0,51,0
1,8,1,3,0,1,13,5,3,6,6,32300.0,33,0,1,casado,graduado,2701,0,47,0
27,7,2,4,1,1,18,20,42,24,15,20180.0,119,0,0,solteiro,graduado,2653,0,44,0
77,7,3,3,1,3,45,1,2,26,4,34961.0,78,0,1,casado,graduado,2169,0,47,0
87,8,2,3,0,1,38,0,1,24,0,28440.0,63,0,1,uniao_estavel,doutorado,2516,0,46,0
81,7,11,4,3,7,986,0,36,168,16,64504.0,1206,2,1,uniao_estavel,doutorado,2641,0,67,1
51,5,1,3,1,1,61,0,0,3,0,33564.0,64,1,0,uniao_estavel,mestrado,2164,0,54,0
79,8,2,2,1,2,4,0,9,16,17,17345.0,46,0,1,casado,graduado,2762,0,42,0
11,4,5,9,4,3,201,77,53,172,116,56320.0,619,1,0,casado,doutorado,2606,0,53,0
54,7,2,2,2,1,19,12,8,29,0,28647.0,68,0,1,solteiro,graduado,2471,0,42,1
93,9,2,2,1,2,4,12,8,11,19,15038.0,54,0,1,solteiro,primeiro_grau,2675,0,33,0
0,4,1,3,0,1,18,0,0,2,0,32173.0,20,1,0,divorciado,doutorado,2491,0,62,0
54,6,10,10,7,5,806,11,80,161,120,68316.0,1178,1,0,uniao_estavel,segundo_grau,2761,0,56,0
21,3,8,5,8,1,380,112,98,733,110,74538.0,1433,0,0,uniao_estavel,graduado,2524,0,49,1
58,3,8,5,6,1,576,115,172,961,125,91700.0,1949,0,0,solteiro,graduado,2687,0,49,1
3,2,4,7,4,1,458,50,81,356,106,68695.0,1051,0,0,uniao_estavel,graduado,2163,0,51,0
99,8,1,3,0,1,5,8,10,13,3,31056.0,39,0,1,casado,segundo_grau,2682,0,43,0
70,2,5,7,6,1,350,133,60,568,110,79593.0,1221,0,0,casado,graduado,2207,0,47,0
65,8,5,5,1,2,39,26,33,130,41,28071.0,269,0,0,solteiro,graduado,2828,0,40,0
44,4,3,4,0,4,26,2,1,16,2,37334.0,47,1,1,uniao_estavel,doutorado,2282,0,62,0
6,7,2,4,0,3,68,0,0,16,0,46423.0,84,1,1,solteiro,mestrado,2443,0,48,0
9,6,1,2,2,1,45,4,3,9,4,37126.0,65,0,1,casado,doutorado,2250,0,49,1
95,5,6,8,3,4,359,26,0,134,13,47703.0,532,1,0,casado,graduado,2555,0,67,0
70,3,5,6,5,2,403,24,24,29,6,61180.0,486,1,0,casado,graduado,2226,0,61,0
92,8,2,3,0,3,34,0,1,14,0,38998.0,49,1,1,casado,graduado,2762,1,66,0
62,19,0,0,1,15,73,12,18,66,7,8028.0,176,0,0,solteiro,graduado,2808,0,29,0
85,2,4,4,5,1,292,33,30,415,63,76081.0,833,0,0,uniao_estavel,graduado,2196,0,58,0
2,6,1,2,1,1,14,0,0,16,0,34728.0,30,0,1,uniao_estavel,graduado,2493,0,34,1
0,7,2,4,1,3,80,1,1,37,0,33168.0,119,1,0,solteiro,mestrado,2783,0,55,0
91,4,2,4,0,1,30,6,11,33,13,33585.0,93,1,0,casado,mestrado,2436,0,54,0
3,3,7,12,7,1,463,53,96,333,168,77037.0,1113,1,0,casado,doutorado,2418,0,60,0
68,8,6,5,1,6,75,39,12,141,43,35196.0,310,0,1,uniao_estavel,graduado,2752,0,36,1
98,5,6,11,2,6,538,6,13,91,17,44529.0,665,1,0,casado,graduado,2518,0,54,0
41,3,6,7,6,1,635,152,114,254,132,70924.0,1287,0,0,casado,segundo_grau,2242,0,55,0
16,8,1,2,0,1,8,0,0,3,0,28764.0,11,1,1,uniao_estavel,doutorado,2183,0,54,0
82,5,7,9,8,1,1315,0,22,780,145,69098.0,2262,0,0,casado,doutorado,2657,0,71,0
1,6,1,2,2,2,4,5,2,12,7,25959.0,30,1,1,divorciado,segundo_grau,2659,0,50,1
64,7,1,3,0,1,12,0,0,13,2,27100.0,27,0,1,casado,mestrado,2609,0,37,0
68,2,3,12,5,1,347,0,44,534,17,70596.0,942,0,0,solteiro,graduado,2791,0,35,0
98,8,6,4,1,4,192,5,5,53,0,42557.0,255,1,0,casado,graduado,2828,0,46,0
32,7,5,5,1,1,241,0,0,12,0,53312.0,253,0,0,casado,doutorado,2483,0,69,0
87,3,6,8,7,1,631,14,28,491,30,72228.0,1194,0,0,solteiro,graduado,2738,0,68,0
84,1,2,6,8,1,336,54,28,282,184,67605.0,884,0,0,uniao_estavel,graduado,2614,0,33,0
3,8,3,10,4,11,1099,0,0,45,0,62845.0,1144,1,1,casado,mestrado,2795,0,71,0
34,5,7,11,6,2,743,0,19,181,12,65196.0,955,2,0,uniao_estavel,graduado,2498,0,62,0
23,5,5,11,2,2,124,59,83,267,85,42000.0,618,0,0,solteiro,doutorado,2694,0,33,1
37,5,1,2,1,2,15,2,0,8,4,35860.0,29,1,1,divorciado,doutorado,2200,0,47,0
22,2,4,8,4,1,397,0,19,69,12,65526.0,497,1,0,casado,doutorado,2238,0,56,0
19,7,1,3,1,3,10,3,4,4,3,16860.0,24,1,1,casado,graduado,2814,0,59,0
7,1,4,8,10,1,530,44,117,678,134,83528.0,1503,0,0,solteiro,graduado,2218,0,28,1
52,6,8,8,9,8,1215,116,33,249,64,64176.0,1677,1,0,divorciado,segundo_grau,2854,0,55,0
91,8,1,2,0,1,3,4,2,7,0,22304.0,16,0,0,divorciado,graduado,2853,0,64,0
93,2,3,13,7,1,444,8,44,382,11,67023.0,889,0,0,casado,graduado,2276,1,42,0
78,8,3,3,0,2,26,1,0,15,2,32892.0,44,0,1,uniao_estavel,doutorado,2194,0,49,0
23,3,5,8,6,6,736,76,114,279,82,70713.0,1287,1,0,uniao_estavel,graduado,2732,0,54,0
83,6,9,9,2,3,473,21,21,176,19,59925.0,710,1,0,uniao_estavel,graduado,2735,0,65,0
92,5,2,3,0,2,32,0,0,5,2,39722.0,39,1,0,casado,graduado,2284,0,67,0
4,6,6,6,1,1,288,10,10,30,4,46610.0,342,0,0,uniao_estavel,graduado,2505,0,62,0
32,1,4,9,7,1,1050,138,178,555,77,88347.0,1998,0,0,uniao_estavel,graduado,2520,0,59,0
27,2,6,11,7,1,1001,44,44,107,58,87171.0,1254,0,0,casado,doutorado,2583,0,39,0
10,7,1,3,0,2,9,3,1,7,0,26907.0,20,1,1,uniao_estavel,segundo_grau,2472,0,44,0
9,5,4,8,1,2,234,10,14,77,19,50014.0,354,0,1,solteiro,mestrado,2317,0,52,0
65,7,1,2,0,1,7,0,2,6,2,41014.0,17,0,1,casado,doutorado,2592,0,42,0
68,2,4,5,3,1,251,92,108,334,65,66294.0,850,0,0,solteiro,graduado,2263,0,55,0
16,9,7,4,2,6,172,13,10,125,21,36715.0,341,0,1,casado,graduado,2748,0,49,1
12,3,5,4,6,1,565,83,42,548,64,79456.0,1302,0,0,casado,graduado,2835,0,64,1
